weight logl shared_params-g1 shared_params-g2 shared_params-theta_int shared_params-vcirc shared_params-cosi shared_params-r_hl_disk shared_params-flux shared_params-dx_disk shared_params-dy_disk shared_params-vscale O3b_params-v_0 O3b_params-I01_spec1 O3b_params-I01_spec2 O3b_params-I01_spec3
1.111949143989142728e-04 -2.156389188278514666e+03 1.216557699181143037e-01 4.411518211918666332e-02 -3.319510550334405785e-01 7.760165407989718744e+01 8.435841239473902409e-01 2.847286642730806894e-01 4.584768078188048435e+00 -6.626409061608824480e-01 -1.662119043084779868e-01 9.755395561617428990e-02 1.933884071005221017e+01 9.589980835627232025e+00 1.524371654374336913e+02 1.194184465998442448e+02
3.443451704711402122e-04 -2.155258828368628656e+03 1.498150083811438382e-01 -3.739436387203753931e-03 -3.830967920230712309e-01 1.017920106315713724e+02 9.352794555170490520e-01 2.889425612694053735e-01 4.600233350194962156e+00 -6.333487616404904763e-01 -1.411877968969896813e-01 2.291187323473534848e-02 1.985976790852592444e+01 1.214918591539781900e+01 1.465088175465211293e+02 1.043129901150288106e+02
8.706802951849050348e-05 -2.156633783163882072e+03 7.915245413076904546e-02 6.360760734755807611e-02 -3.078808301701880801e-01 9.525753906301400775e+01 7.563968604088322500e-01 3.095421526970182358e-01 4.594688445499173213e+00 -6.297779993821095434e-01 -1.905857267891337692e-01 2.102390309458805340e-01 1.961285240896680193e+01 1.004086323525654834e+01 1.562340837744577868e+02 9.684147822437427067e+01
9.142182694562665790e-05 -2.156584988668667393e+03 1.486941281292522288e-01 2.125862644140524838e-02 -3.696495082480328875e-01 9.938232547938116568e+01 9.051737733167135591e-01 2.846142480507225514e-01 4.594300063823649083e+00 -6.447765625454335847e-01 -1.594928864151916592e-01 4.016289126836875001e-02 2.163196724215177369e+01 1.264091653400034687e+01 1.501646413204578039e+02 9.014106872684945415e+01
1.943962584891089696e-04 -2.155830574280076689e+03 1.418780206412824374e-01 2.807203187437656844e-04 -3.558495154617746792e-01 9.851724012180332579e+01 9.189650109544191814e-01 2.828984769491084128e-01 4.582858108371836714e+00 -6.430614687791809114e-01 -1.664470420495294256e-01 2.895841165339065049e-02 2.028439333527990129e+01 9.866616935093496465e+00 1.444350286732518498e+02 1.062888516528917080e+02
9.364531069570363679e-05 -2.156560958570482853e+03 9.749459577000127442e-02 5.247221959308312478e-02 -2.849824309535642364e-01 1.121184760669416676e+02 8.250333667586940978e-01 2.990201559463154246e-01 4.589832411583023131e+00 -6.388090218000184173e-01 -1.993395933201909109e-01 1.903485816566042321e-01 1.987596987869412146e+01 8.279212822818738715e+00 1.539497211157697620e+02 7.748894980059139925e+01
1.202372350896214022e-04 -2.156311006175212242e+03 1.189848855325346955e-01 4.690556588271804772e-02 -3.688580715191975834e-01 8.099496089721630199e+01 7.970825981612021938e-01 3.031675772598924068e-01 4.586404448976249881e+00 -6.430135043652160931e-01 -1.373892342699418734e-01 1.309475564727122510e-01 1.831329101570645435e+01 9.985790253260740101e+00 1.518386924565982099e+02 1.050668025986208960e+02
2.291767079452049216e-03 -2.153363394476067697e+03 5.237095614368494911e-02 6.379550582439597051e-02 -3.083990075651419360e-01 6.657007181192942369e+01 7.154407872449789485e-01 3.158717986924238219e-01 4.588986157883219619e+00 -6.442341772008863821e-01 -1.564969393802120301e-01 1.066802740169988384e-01 1.774944488464257120e+01 1.041070761264595390e+01 1.440793560689863568e+02 1.035390321535839604e+02
1.132783350286239657e-04 -2.156370624993465754e+03 1.357838282459797041e-01 4.481632628884538172e-02 -2.464391073898881679e-01 8.722512403182540197e+01 8.786730703189947755e-01 2.923045621151947882e-01 4.594610268377189222e+00 -6.337232780394386200e-01 -2.356449023279405530e-01 4.287068604658571258e-02 1.776846393069089913e+01 8.994931775118342188e+00 1.487792765473911061e+02 1.059867609921869587e+02
8.577535741690450169e-05 -2.156648741169814457e+03 1.477275112870406748e-01 7.105620857097649790e-03 -3.557355481607618053e-01 9.678051585435652271e+01 9.057899360876726647e-01 2.753122398736557175e-01 4.587400952604806292e+00 -6.501686306162948181e-01 -1.811292452183963508e-01 3.482610979999464090e-02 1.847365383898542746e+01 1.158537206457699398e+01 1.393193598309754293e+02 1.202685340758116155e+02
