weight logl shared_params-g1 shared_params-g2 shared_params-theta_int shared_params-vcirc shared_params-cosi shared_params-r_hl_disk shared_params-flux shared_params-dx_disk shared_params-dy_disk shared_params-vscale O2_params-v_0 O2_params-v_0_2 O2_params-I01_spec1 O2_params-I02_spec1 O2_params-I01_spec2 O2_params-I02_spec2 O2_params-I01_spec3 O2_params-I02_spec3
6.381427356263383169e-05 -1.828279678001578532e+03 4.359283996421639551e-02 1.603992799916370560e-02 -2.703489937748210004e+00 9.856703516235144491e+01 7.117301544893159804e-01 6.423593470427138019e-01 4.419204213235433443e+00 -1.077175082837593667e-01 3.025558734893938340e-01 6.354841328163958192e-01 -7.812006122553100340e+00 -8.657863781089787381e+00 2.867565710101083098e+01 7.463676007738528995e+01 1.507283089574529278e+01 2.439714863930164768e+01 1.162916987086271092e+01 4.826426662951033109e+01
8.391120840583795996e-05 -1.828005895693467210e+03 2.743462946056107743e-02 -4.225531769925827685e-02 -2.773846296194566463e+00 9.783195832380833679e+01 6.502203197702206561e-01 6.229961024571427641e-01 4.399720313075535572e+00 -6.453380874530578737e-02 2.994748814029546402e-01 6.349058707115382560e-01 -6.720921072918230266e+00 -1.243322298237453083e+01 2.817406943442546208e+01 7.245271126790053984e+01 1.475533427385133933e+01 2.712879871805629151e+01 1.412295996970958001e+01 4.672514466192034632e+01
6.889007566017170360e-05 -1.828203142762579546e+03 1.058777455022320291e-01 3.397139801153387095e-03 -2.652947620024630915e+00 1.098199366098671561e+02 7.913106160639887809e-01 6.003681321310672114e-01 4.413869995016925785e+00 -1.953967075516418461e-01 3.638314471411308038e-01 5.124930514538758031e-01 -4.087071472732418442e+00 -9.335304371193615225e+00 2.667753237844239322e+01 7.587150708877300076e+01 1.565954407373748580e+01 2.626278646040858433e+01 1.343380924510018204e+01 5.068762613006239093e+01
9.133631410566001464e-05 -1.827921106437078379e+03 -1.055200059973332438e-02 -6.156103520040479005e-03 -2.811935604698014846e+00 9.368554618927784361e+01 6.860333874583275371e-01 6.824619258110509179e-01 4.436251747369517773e+00 -2.556243358322229930e-02 3.011032730338147889e-01 6.125787025065189129e-01 -7.009937413026705144e+00 -1.453235475657783127e+01 2.588419483561244050e+01 7.348429875126515753e+01 1.543815454062336201e+01 2.652690100038679333e+01 1.315998250210859055e+01 4.269916675092932934e+01
5.721798384318931523e-05 -1.828388786638634656e+03 -3.387093539900006001e-02 -1.185525624417324009e-01 -2.693594093047876559e+00 9.484490773925458029e+01 5.067676307748947284e-01 7.711959081960613194e-01 4.417999258278571872e+00 -8.191138912873663358e-02 2.438273255330003497e-01 9.217728132734015478e-01 -3.300239349999031901e+00 -1.591598988571536211e+01 2.776129509122238304e+01 7.493209057210570734e+01 1.474632058633673637e+01 2.581805112057899976e+01 1.328756539206232823e+01 4.540284982604070052e+01
5.835179024303993459e-05 -1.828369164851082587e+03 -2.287631173049833877e-02 -5.884568090088398984e-02 -2.673785707575605297e+00 9.133191816534494478e+01 6.134461152474309786e-01 6.681565707993213366e-01 4.404796557578796623e+00 -1.129302446103759294e-01 2.780466734892355074e-01 7.916647834872603262e-01 -6.659914522066486597e+00 -1.217061356937190908e+01 2.743347224503134285e+01 7.856645571274168560e+01 1.363886029031002778e+01 2.743862240975136757e+01 1.259247420786113736e+01 4.294310840652337902e+01
5.775347716534512643e-05 -1.828379471332214507e+03 4.550018063637503718e-02 3.028054624007109341e-02 -2.730722524413192076e+00 8.874054653432573048e+01 7.550711292641281158e-01 5.899309993081114367e-01 4.397169074009564582e+00 -8.991054744411774990e-02 3.747100676077570469e-01 3.254472527715423502e-01 -5.407916455062519390e+00 -1.397799588224478384e+01 2.724418681715490465e+01 6.891057003094557842e+01 1.546982412110109451e+01 2.757922659832012613e+01 1.165160716600344060e+01 4.207732211807135769e+01
8.501579859165162728e-05 -1.827992817785455600e+03 -1.936474624438891401e-02 -8.567158818605924431e-03 -2.856351002921631910e+00 7.854274207867028679e+01 6.302542578808476570e-01 6.707900337837122695e-01 4.414680419294228386e+00 -5.331363161384761185e-02 2.756664112957512014e-01 3.237991080148406309e-01 -9.260708852130363766e+00 -1.588986141983735934e+01 2.644855115791600042e+01 7.525945834142788726e+01 1.518574902921132619e+01 2.548212818442019412e+01 1.052655768201837816e+01 4.688189509066675953e+01
6.551793048647777467e-05 -1.828253331037394901e+03 1.738657477952657016e-02 -8.802414110380796242e-03 -2.677679545140019268e+00 1.112002317018505124e+02 6.643374625546730750e-01 6.407006721228610813e-01 4.415081990864091033e+00 -1.174811895609468859e-01 3.062063966073147459e-01 9.973209907440071520e-01 -5.701777652468479118e+00 -1.034966338239669881e+01 2.850584163048575093e+01 7.270913647768229282e+01 1.493050746955337793e+01 2.847962716678409478e+01 1.383709544433242655e+01 5.000656149668769501e+01
6.495660693010694075e-05 -1.828261935429188725e+03 3.680065089332945627e-02 6.461329452496025749e-02 -2.721805551554231428e+00 9.969420204945390651e+01 8.194655157015431346e-01 6.194216233152274320e-01 4.430517859322359087e+00 -6.221655623717525785e-02 3.517304588588447967e-01 3.091303819721017421e-01 -4.612499915959489272e+00 -1.541009276220199808e+01 2.751188614033006630e+01 7.501977810446669537e+01 1.589360737480505215e+01 2.740169012763715628e+01 1.214234876549635800e+01 4.626268660145871081e+01
8.218730118467751714e-05 -1.828026654087135739e+03 -1.022528493131218963e-01 -4.807815616710532647e-02 -2.766690035254055324e+00 7.908392385264617985e+01 5.252353494581833981e-01 7.258279413597650276e-01 4.411955511600123003e+00 -6.873953410093225358e-02 2.429099851853551151e-01 6.369347342646990429e-01 -8.831030904561231409e+00 -1.411008765258023345e+01 2.853223588133712951e+01 7.617587198139818838e+01 1.405557472681218201e+01 2.673701016761598126e+01 1.159100806331803213e+01 4.094896583415253133e+01
5.904557760356886424e-05 -1.828357345243023929e+03 3.096888745717674141e-03 -9.187927734955447789e-02 -2.690839009927698200e+00 9.829556318880571553e+01 5.593921677052126062e-01 7.377633734092388096e-01 4.420731309406977338e+00 -1.107492654381945218e-01 2.353115372270357941e-01 8.901879687472684655e-01 -4.936541064367645504e-01 -1.262338172629333144e+01 2.874791161666923145e+01 7.077404059337688125e+01 1.368499113032140002e+01 2.660914002865166594e+01 1.512434450035859967e+01 4.803660380437124644e+01
5.377769983817537707e-05 -1.828450796010369913e+03 -5.383538080792178715e-02 -5.299608078282852519e-02 -2.811292789671794523e+00 8.660061361690841863e+01 5.413240478249897736e-01 7.173562831339626022e-01 4.411605336970026769e+00 -7.718244274201468968e-02 2.755737194779652732e-01 7.471582726676985198e-01 -8.381659560308492019e+00 -1.343400755172831396e+01 2.801689951969155246e+01 7.279483807473208401e+01 1.730598038234476377e+01 2.740332313105486861e+01 1.123218300237926925e+01 4.901981619737916418e+01
6.580164886078926541e-05 -1.828249009993767231e+03 7.010227900640292331e-03 -9.306600969006233182e-02 -2.748945630650477590e+00 8.703600645826942639e+01 5.746135569923025432e-01 6.983179954610315709e-01 4.424805874290973051e+00 -7.919425777167110603e-02 2.632580543195404132e-01 6.451567498997237138e-01 -3.392520907021491894e+00 -1.284396406457113926e+01 2.597042360551293783e+01 7.570351076035808546e+01 1.516081896567767018e+01 2.793969979131338732e+01 1.565102409249186088e+01 4.538633526847546307e+01
6.108105954343987420e-05 -1.828323453063444504e+03 -1.112462969695164200e-01 -1.125787088357902421e-01 -2.739023584520259735e+00 9.661224726388375927e+01 4.623031278704761160e-01 7.550417340153710022e-01 4.411415293563012874e+00 -7.588508310936825652e-02 2.188136942893550430e-01 1.175401070378071733e+00 -5.436321727863912656e+00 -1.126557547427842110e+01 2.694785632611351645e+01 7.725457124064361381e+01 1.671945156309251246e+01 2.539748210499159597e+01 1.260414924234987133e+01 4.387729168677234526e+01
7.296826660741029887e-05 -1.828145630247830013e+03 9.405805573778930340e-02 6.579755544680693236e-02 -2.721456632121419528e+00 1.004804985263890700e+02 8.116082545020322225e-01 6.145709787271980140e-01 4.428949903932572596e+00 -1.250371823854969922e-01 3.239791940743295129e-01 3.196804376557325078e-01 -5.859128368560106992e+00 -1.304643670239607900e+01 2.684687877650515730e+01 7.327302106498156320e+01 1.358199663574843896e+01 2.603492366838122507e+01 1.434184126054338648e+01 4.385630921913430313e+01
6.019638860753363503e-05 -1.828338042529851919e+03 -4.420038972825839074e-02 -1.455531521802768402e-01 -2.654070544132434595e+00 1.053854675050432519e+02 4.852855717369459754e-01 7.073082007887889766e-01 4.396398823869207106e+00 -1.349937571606938391e-01 2.447920959892817550e-01 1.146118628243785853e+00 -7.374955504538945661e+00 -1.159425715923325129e+01 2.821841964787430612e+01 7.538462339980401339e+01 1.517823449400723668e+01 2.747534328448364249e+01 1.335262444240870039e+01 4.063758751041302020e+01
6.220776506049997389e-05 -1.828305175058304940e+03 -4.487069699219088659e-02 -1.142283718500134715e-01 -2.678222013855911854e+00 7.799418325157822096e+01 4.924893566526747923e-01 7.313703667796012109e-01 4.411350661971089160e+00 -1.359667275549882870e-01 2.348165052583996992e-01 7.201667705678531650e-01 -3.758046156372756741e+00 -1.146118264020472566e+01 2.824651317066329170e+01 7.338448733552083070e+01 1.334036983893183148e+01 2.669039518047977566e+01 1.662733810930316736e+01 4.416233574991401412e+01
6.916366569996379649e-05 -1.828199179227868171e+03 -7.775217212209481477e-02 -9.165919092511347344e-02 -2.786207440655533496e+00 7.172939297188509045e+01 5.379722454233708540e-01 7.142990392029795466e-01 4.403154108817534329e+00 -7.662175144558669437e-02 2.428560231909886458e-01 4.177762928543806153e-01 -7.156881676447511609e+00 -1.212545250251912421e+01 2.784465691814186528e+01 7.350063983035769866e+01 1.654318050667868789e+01 2.651944690049024089e+01 9.619704418944330371e+00 5.075621196689839110e+01
5.740079404014898694e-05 -1.828385596753777236e+03 3.663050166943804253e-02 -6.421547982050967995e-03 -2.710459787656360309e+00 9.215855386001034333e+01 7.015279862421923696e-01 6.491852109289352191e-01 4.427319001955650535e+00 -9.595035276326635554e-02 2.979121028171423102e-01 6.052413834591049424e-01 -4.457140023330026679e+00 -9.876584565172890962e+00 3.031117814141437350e+01 7.585625282684227955e+01 1.450058160231137983e+01 2.596591966147665431e+01 1.602775859412530934e+01 4.045895455375480765e+01
8.845054495076389858e-05 -1.827953211308755726e+03 -3.932876485548639223e-02 -6.326109888954831173e-02 -2.747372770544647569e+00 9.328303386911602502e+01 5.894551487839425619e-01 7.020879898767991012e-01 4.420452680084862251e+00 -1.171057344733088534e-01 2.635460220992322800e-01 7.696055001132254825e-01 -6.583308462669833716e+00 -1.630871826297638449e+01 2.840479627372727123e+01 7.525689244158783708e+01 1.457898120143363840e+01 2.905103451714829887e+01 1.027872823756181830e+01 4.844334745065037851e+01
7.502391498460155711e-05 -1.828117847961288589e+03 4.151857260189240062e-04 -3.333363341184389372e-02 -2.807017081387224167e+00 8.752385131621311132e+01 6.366479639002488033e-01 6.604238950127738761e-01 4.404418297175986652e+00 -7.811923305623102998e-02 3.281333507326043009e-01 7.120283927272426094e-01 -6.420215108765319201e+00 -1.293359708199668034e+01 2.662103223163692078e+01 7.102497025289500243e+01 1.549083202670087367e+01 2.713220304180907760e+01 1.357177407803911251e+01 4.168044610068588440e+01
8.071753013754811126e-05 -1.828044699112781473e+03 2.765910958586062507e-02 4.352751381818414922e-02 -2.745083486210819324e+00 9.138696229802282289e+01 6.934927290229258023e-01 6.647678051177088321e-01 4.433185553677815527e+00 -7.084177733445562453e-02 2.931053435820214492e-01 4.528156062669773108e-01 -3.052677933745570726e+00 -1.173985785204232002e+01 2.641272342228395686e+01 7.536444596418112951e+01 1.506031273936581094e+01 2.764567676468021773e+01 1.355066349601563580e+01 4.631528912508275653e+01
8.358267999037679143e-05 -1.828009818568981245e+03 2.178573487354504290e-02 -1.958571266238823272e-02 -2.749597819302396218e+00 8.717138757171257168e+01 7.121137025714219249e-01 6.205694906037648728e-01 4.411179696619663027e+00 -8.142303624160884823e-02 3.188567705420131126e-01 3.554700122060886480e-01 -1.451902245886458331e+00 -1.208850372639753346e+01 2.735377023547780340e+01 7.500634366267556175e+01 1.538606049962187861e+01 2.652615884417330960e+01 1.313070380700376205e+01 5.266262402677790533e+01
8.911068956658608846e-05 -1.827945775590489575e+03 1.123463375459764213e-01 4.042469895532108115e-02 -2.714554545538359065e+00 9.886479571669734412e+01 7.763728625823695939e-01 6.108404292775748701e-01 4.406068947681626824e+00 -9.729033557287580791e-02 3.745942421170964653e-01 2.801568097238056887e-01 -7.442647949990686129e+00 -1.154636484504388250e+01 2.836630240532100800e+01 7.640426784608311550e+01 1.367548992637768279e+01 2.770414432679013572e+01 1.236528781370427410e+01 4.417877964427674442e+01
6.450956281708323701e-05 -1.828268841416916985e+03 4.055969318480001640e-02 -9.167133408790864579e-02 -2.681785382453468092e+00 9.546743540084057145e+01 5.820770196544908792e-01 6.930214029509617069e-01 4.427572561155887598e+00 -9.402598975915643642e-02 2.720991399459382620e-01 8.242179437885556181e-01 -5.297145474517606090e+00 -1.091945686936159632e+01 2.568054408189912508e+01 7.309762863894565044e+01 1.517138332526446476e+01 2.734354394775251507e+01 1.426006732296391988e+01 4.359877348690999099e+01
6.497999981736055151e-05 -1.828261575363028896e+03 -3.197631409222881360e-02 -4.953384017359638292e-02 -2.713080795703857184e+00 9.493834322156666872e+01 6.465536965115612489e-01 6.596658875942745803e-01 4.417875133910750485e+00 -9.095774644936138742e-02 3.003191664357243162e-01 7.029856911533490793e-01 -3.737955792615167638e+00 -1.235852556708363181e+01 2.656474386988971759e+01 7.188530015514061233e+01 1.538367954146713146e+01 2.633856390521616220e+01 1.173829953306260165e+01 4.238825174619398695e+01
7.404144046882766260e-05 -1.828131029947664501e+03 -4.208887611738988677e-02 -7.506978915199689906e-02 -2.677335093682271960e+00 9.121170875590922833e+01 5.626424543021992797e-01 7.400015682029457142e-01 4.430899537283658596e+00 -1.108047878464377689e-01 2.477015236913835405e-01 7.509664968595067824e-01 -2.417819643470835445e+00 -1.279428446383022333e+01 2.879982281449699855e+01 7.136513793382360404e+01 1.529181005025059825e+01 2.789426227929137170e+01 1.297539594983254574e+01 5.146760375465164827e+01
9.112678756950059035e-05 -1.827923403083647827e+03 9.719795133228328887e-02 4.131620991654122443e-03 -2.748309490586152037e+00 1.054120049331670543e+02 8.017348672805968413e-01 6.159161393690557595e-01 4.428431530793552895e+00 -8.264074665735976488e-02 3.556274775057499671e-01 4.446954442328125978e-01 -1.054463306522043808e+01 -1.145156532290619111e+01 2.877915423124932559e+01 7.416745179994654791e+01 1.478105881665781141e+01 2.492585055921892234e+01 1.195407821134619653e+01 4.646722118587509698e+01
9.631138443186467151e-05 -1.827868068360242887e+03 1.175415450324551747e-02 -6.984923716435688379e-02 -2.751681280068882351e+00 8.550281862875745276e+01 5.599409210404562298e-01 7.301125393986025447e-01 4.414735206960141767e+00 -8.501515401151493734e-02 2.601375059031123538e-01 6.736476252939292975e-01 -6.859116998449565017e+00 -1.343369284444545997e+01 2.641042340687249634e+01 7.113226298764907085e+01 1.526225539260905961e+01 2.705132683170852204e+01 1.495024238930209393e+01 4.810716482509170078e+01
7.102065756608095311e-05 -1.828172684104101108e+03 5.968152238890028771e-02 -1.922123162930089446e-02 -2.691669364851252411e+00 9.851560002838124319e+01 7.011602949785715744e-01 6.468286732232100267e-01 4.410514335212634585e+00 -1.303365608116839880e-01 3.300981166296697022e-01 5.556896728675845276e-01 -7.369017552259379045e+00 -1.446394815044556026e+01 2.829508771453170723e+01 7.394465479504586369e+01 1.611851414333798260e+01 2.452198740875144267e+01 1.303271457408583522e+01 5.124365702789612698e+01
8.625885861766883946e-05 -1.827978302131211194e+03 7.468777755907993199e-02 4.966120559354747499e-03 -2.743706343667292824e+00 1.128236448947317712e+02 6.897902916183219491e-01 6.546608394912583062e-01 4.411800389991158866e+00 -1.309613711622763521e-01 3.236577655181149815e-01 7.990596878333715569e-01 -5.826859261331037487e+00 -1.461690732220864675e+01 2.748122353092053061e+01 7.537627049871431950e+01 1.428441354238041328e+01 2.546289767209042409e+01 1.413622182512252934e+01 4.396926550796842292e+01
5.799374508399971850e-05 -1.828375319729107559e+03 1.835381142760264539e-02 -1.137657140918395260e-01 -2.623660836870339352e+00 7.840161345346487565e+01 5.550887329783585900e-01 7.183529370402401693e-01 4.417160158631432409e+00 -1.189502697769155848e-01 2.430279068700813561e-01 4.309198799779268563e-01 -5.047176553295969370e+00 -1.193207572430574714e+01 2.619790391865217671e+01 6.899454449915664611e+01 1.654222674203409582e+01 2.769215543375580424e+01 1.320402513767282571e+01 4.988444155850579875e+01
9.078553399780102092e-05 -1.827927154934749069e+03 -9.543163266464849137e-02 -1.268974922055477739e-01 -2.751095419174965251e+00 1.004602093371912446e+02 4.967105039619884588e-01 7.889078286201807177e-01 4.428412839489094921e+00 -1.009593762600584643e-01 2.095970077152322641e-01 1.267989236950738619e+00 -3.470369174560175907e+00 -1.245323746529066966e+01 2.666986756629130539e+01 7.634046303276076628e+01 1.342186186745686349e+01 2.770432294422653285e+01 1.479022304130694820e+01 4.601164917606925542e+01
