weight logl shared_params-g1 shared_params-g2 shared_params-theta_int shared_params-vcirc shared_params-cosi shared_params-r_hl_disk shared_params-flux shared_params-dx_disk shared_params-dy_disk shared_params-vscale Hb_params-v_0 Hb_params-I01_spec1 Hb_params-I01_spec2 Hb_params-I01_spec3 O3b_params-v_0 O3b_params-I01_spec1 O3b_params-I01_spec2 O3b_params-I01_spec3
1.810720708162804422e-04 -2.345247982621584015e+03 -7.912994475050783016e-02 6.486615797011055506e-02 1.895130009937281201e+00 1.557900137213552227e+02 4.938215775729983825e-01 7.818341188393256314e-01 4.945080573833935844e+00 2.344814941022774768e-01 -1.301737393980895163e-02 2.388848184822441600e-01 -4.873896544615124071e+01 3.808712359975396566e+01 2.332684315470867631e+01 5.929861531396962704e+00 -3.745819255747494481e+01 3.571451396892844343e+01 2.989895522897545277e+01 5.463954312737473629e+01
6.384124519124292029e-05 -2.346290478297075424e+03 -1.361924855467883944e-01 1.965265648860878289e-02 1.908746036538556012e+00 1.659965537313260029e+02 5.764990696985599072e-01 7.290908602277168526e-01 4.949058371137857293e+00 2.249927724083973235e-01 -1.428304667984914289e-02 2.128729429760517211e-01 -5.105309509479459962e+01 3.883753709010240129e+01 2.330153621804365116e+01 1.109221450130959497e+01 -3.585194002051161988e+01 3.588788946942489133e+01 2.518011854425516916e+01 4.885532663778202789e+01
8.077803420678228191e-05 -2.346055172680210489e+03 -1.303345919675330811e-01 6.227473950889905741e-03 1.885652204344596683e+00 1.646795121673970357e+02 5.962009181470862007e-01 7.186286220238908840e-01 4.950353067631414916e+00 2.292663047660643549e-01 -1.228066304650288210e-02 1.944737526051341925e-01 -4.551600460496359801e+01 4.046095037782426829e+01 2.326868919957503223e+01 1.011716506796267367e+01 -3.946380245472366255e+01 3.606583419226461018e+01 2.825149980148966478e+01 5.059767313222796048e+01
5.429435184709736824e-05 -2.346452457550921281e+03 -1.245857063281729515e-01 3.601665008609505891e-02 1.920352813757742361e+00 1.663523872405673103e+02 5.667343985531506645e-01 7.317299732927826650e-01 4.943912794523591892e+00 2.360974179553601004e-01 -4.152389518433219351e-03 2.392867276609904337e-01 -5.060164274967286246e+01 3.595343203012480160e+01 2.514780220301338076e+01 8.577587034394484888e+00 -4.275782198942926016e+01 3.771264460372059091e+01 2.564544256700085256e+01 4.856987062369200459e+01
2.091752147459829882e-04 -2.345103705506087863e+03 -1.334599767489348665e-01 -6.574101277008470579e-03 1.864280523549023627e+00 1.734339690801939469e+02 6.023108497233813363e-01 7.201032476104884950e-01 4.943696385448694386e+00 2.244733314413835945e-01 -2.052130596114043470e-02 2.584287251054298573e-01 -5.152195858741271195e+01 3.564299228562551036e+01 2.283080558214112443e+01 6.396080632287470813e+00 -3.731528321325015440e+01 3.396044171467838169e+01 2.617674239003042658e+01 5.174522524074565411e+01
2.792027558027705084e-04 -2.344814939513708850e+03 -1.159091120105117390e-01 3.327804348896248876e-02 1.893718971651767724e+00 1.522592527689651263e+02 5.402109215821734312e-01 7.542374091229324673e-01 4.946651549117812685e+00 2.280333963244640660e-01 -1.946029314796171583e-02 1.792588302839582814e-01 -4.663469665890090710e+01 3.541227391224999366e+01 2.312144937625259900e+01 9.142471189751200100e+00 -3.752574477888498450e+01 3.595285749849530532e+01 2.743431736352086503e+01 5.235733155839761110e+01
6.344357581690439373e-05 -2.346296726813828172e+03 -9.027359259308059825e-02 6.284720671528018499e-02 1.905585273087206488e+00 1.566995873276632665e+02 5.077567615958731295e-01 7.788301706074822750e-01 4.950065289262096435e+00 2.360193555664868992e-01 -1.110173374654355172e-02 2.286672991697406010e-01 -4.875491670671001998e+01 4.084260286848062549e+01 2.401722839657893616e+01 6.150027929327839260e+00 -3.810630084595123890e+01 3.835838062801278170e+01 2.677062695420251259e+01 5.111325639066288318e+01
7.249760851890847419e-05 -2.346163324179531628e+03 -8.693779782490486385e-02 4.089802829653599314e-02 1.897429944361435972e+00 1.594290844384449315e+02 5.178864680830628231e-01 7.758661315662092051e-01 4.942741992057667844e+00 2.247147099051429731e-01 -1.221935848516109147e-02 2.631793575956845044e-01 -5.048403145480901344e+01 3.777752757024532571e+01 2.420262048105703556e+01 7.443202669879522837e+00 -3.889226577902201143e+01 3.651811790352144271e+01 2.850010354090726139e+01 4.439779168229451756e+01
5.975762519509977567e-05 -2.346356580953904995e+03 -1.116526730444040716e-01 2.289525532720326773e-02 1.878640726279771300e+00 1.537412998820704502e+02 5.550476715526225790e-01 7.484669872653286760e-01 4.944441374369441533e+00 2.370222171230078612e-01 -1.047608732536753351e-02 2.167835015507131591e-01 -4.476981572251227703e+01 3.700625116743261600e+01 2.262642298428174570e+01 7.434614899723190895e+00 -3.618702167820435989e+01 3.556791589339614035e+01 2.702865737575454830e+01 5.413810927618855828e+01
4.266003287532358040e-04 -2.344391030178229357e+03 -1.371602222610348309e-01 2.736284331883387377e-03 1.879250828045801569e+00 1.759230603363940304e+02 5.925876491443925476e-01 7.180479872441107858e-01 4.943665981107923102e+00 2.354241491697799393e-01 -1.901148126504770275e-02 2.996086069598367096e-01 -5.349342157509931894e+01 3.590623769656997410e+01 2.381137833768342915e+01 7.563066021135433914e+00 -4.196398809637747718e+01 3.795313364531482847e+01 2.497282029296821193e+01 5.028024654997253862e+01
6.834185942846787406e-05 -2.346222355300091294e+03 -1.407644121111171487e-01 1.094486620860174453e-03 1.884107225143840658e+00 1.753146177614226815e+02 6.200942170007799348e-01 7.213066018964706672e-01 4.952051591661084551e+00 2.315003687762549056e-01 -2.036306088417383364e-02 2.143477945458067135e-01 -4.781230758272303660e+01 3.714783790270392672e+01 2.232677013046679804e+01 4.495854544202759762e+00 -4.161173111260271185e+01 3.812610820156181290e+01 2.652113218215557211e+01 4.844254773178580109e+01
7.510943841983884646e-05 -2.346127931526001703e+03 -1.260984475824176720e-01 -1.263127854958834284e-02 1.852703259395705793e+00 1.749615314128396335e+02 5.984496382472247467e-01 7.238280464245103740e-01 4.952473289254578859e+00 2.243075369076630299e-01 -1.791730120268297810e-02 2.625544177986970373e-01 -5.147630954798179914e+01 3.833199058811476334e+01 2.368827865417755163e+01 9.618884191518016991e+00 -3.779216166583000813e+01 3.746328702274615097e+01 2.660430091148113974e+01 4.809000781084105114e+01
6.615015584666574075e-05 -2.346254950508385264e+03 -1.342830845723894384e-01 8.471071862816148546e-04 1.866666176652759468e+00 1.670057195333022264e+02 5.976908472106432502e-01 7.143501357225687798e-01 4.944176564994488210e+00 2.313456118114334270e-01 -1.600124583183903937e-02 2.087201634086252866e-01 -4.266573111142557195e+01 3.838343034422231170e+01 2.193932197850223531e+01 1.153122552128627021e+01 -3.775720555417854030e+01 3.599609741240339389e+01 2.720375071376357567e+01 4.385341401480901879e+01
5.725040049781906766e-05 -2.346399443116897146e+03 -1.128965375873852012e-01 4.297884384865463536e-02 1.914011844214261515e+00 1.520196045660422044e+02 5.333940454238342843e-01 7.628200081544935784e-01 4.945285185464169508e+00 2.276546619957218187e-01 -9.643263904812737763e-03 2.090185377350251839e-01 -5.058705214285305374e+01 3.673650821254837240e+01 2.376041344782375830e+01 9.895510730483113804e+00 -3.661254262406674798e+01 3.712450855043458375e+01 2.974430935805127874e+01 4.910711079722496208e+01
8.240346723721350924e-05 -2.346035250240750429e+03 -1.088353514344352208e-01 3.820909575425260329e-02 1.884204962871526057e+00 1.576943929025667330e+02 5.399961290028951755e-01 7.529581946336065812e-01 4.946749622991096551e+00 2.178242720922696218e-01 -1.473268006791927931e-02 1.867162089636592026e-01 -4.980986238053364445e+01 3.707416849987832563e+01 2.327541855930759240e+01 4.401964627019916421e+00 -4.037974295311823880e+01 3.635089870166774517e+01 2.668223299745664434e+01 4.681437700388446643e+01
9.986697047730204500e-05 -2.345843038749769221e+03 -1.380988848177953920e-01 9.895514758652440568e-03 1.890516292054385872e+00 1.595845666530553331e+02 5.976415121406688513e-01 7.167747643923114698e-01 4.949239715040404164e+00 2.371927567662486247e-01 -1.234659133151239097e-02 1.878792132256840164e-01 -4.697417779626346146e+01 3.838099817983820117e+01 2.309740259868475931e+01 1.281429921395005422e+01 -3.802249237832583617e+01 3.709334147107578872e+01 2.616206992882208482e+01 5.085821429871229071e+01
7.285010859646730394e-05 -2.346158473731576123e+03 -1.090527078985022158e-01 3.638494121915006319e-02 1.921992256828038315e+00 1.729218404340561221e+02 5.437910892567486831e-01 7.687252296602022916e-01 4.952457728457861919e+00 2.362655536119688815e-01 -5.523282247088312502e-03 2.931210191276064081e-01 -5.037489615110797558e+01 3.901640602931622226e+01 2.337644754930789759e+01 5.782087342618758008e+00 -3.974091715456839324e+01 3.679462955104173716e+01 2.610374207096366561e+01 4.713483426316633995e+01
7.227324807186570653e-05 -2.346166423707046306e+03 -1.442019969953524383e-01 -1.211735082435616562e-02 1.846374242383175712e+00 1.660327065406921463e+02 6.097829452248204607e-01 7.097023693530011279e-01 4.943459121686810676e+00 2.281522940626525831e-01 -1.758551138460395791e-02 2.138975946599454836e-01 -4.306497357632193257e+01 3.871264188938860684e+01 2.346711192150930003e+01 7.697698020194154722e+00 -3.393708896300071842e+01 3.553479281227467368e+01 2.837395239202255937e+01 5.032424973361860054e+01
6.277134497436546567e-05 -2.346307379075777135e+03 -1.284699061248947560e-01 3.385648315314465640e-02 1.911840560690593271e+00 1.662877906853101422e+02 5.564984377514452518e-01 7.561131849860303067e-01 4.952201872888029044e+00 2.254995651051172612e-01 -8.330393718852135976e-03 2.785845916162396074e-01 -4.951944065146025764e+01 3.710085731562961797e+01 2.222752488155244066e+01 9.792475160702029058e+00 -3.556563900505145170e+01 3.577427335809113629e+01 2.509657214491189947e+01 5.347057127377319574e+01
5.718779687375662391e-05 -2.346400537220644765e+03 -1.433215957977768962e-01 -2.389578660471705640e-02 1.850184758140833274e+00 1.746838240001501674e+02 6.153373379434976531e-01 7.140263789740806111e-01 4.949418594644287239e+00 2.290327084304994987e-01 -1.909379920390441576e-02 2.202227094049898637e-01 -4.722384067435925203e+01 4.183860131426597917e+01 2.243176160783488626e+01 7.356726939442004287e+00 -3.662621410739598105e+01 3.612037287878844438e+01 2.869593506559953155e+01 5.225509098299951916e+01
9.632539760999822695e-05 -2.345879145736601913e+03 -1.307010785683432041e-01 1.533723379728182956e-02 1.899464960620931286e+00 1.517650973711386371e+02 5.773133037712029347e-01 7.398869058812025390e-01 4.947212988333498984e+00 2.197763672536405810e-01 -7.266856733863846785e-03 1.331137656214398113e-01 -5.134804263284041781e+01 3.773067186687195829e+01 2.298381145652439272e+01 5.453047847350678268e+00 -3.680098050591888637e+01 3.707524817864682376e+01 2.811667482604807233e+01 5.045061729087318980e+01
8.333924922155621653e-05 -2.346023958137569025e+03 -1.116608130457218961e-01 3.718609329149435982e-02 1.897297261266712276e+00 1.502945112097855258e+02 5.455374829744656928e-01 7.471388206711613300e-01 4.943753969160709971e+00 2.338860992647053827e-01 -8.657020425290706811e-03 1.660938155932303317e-01 -4.710935619573288591e+01 3.562462394331844706e+01 2.480916099252339535e+01 8.824578096547242012e+00 -3.685944829939197120e+01 3.563965962189674741e+01 2.833778020190447222e+01 5.065872176060914711e+01
5.922877683476548310e-05 -2.346365470235936300e+03 -1.348178626978375483e-01 2.277151830462004201e-02 1.895157567104062579e+00 1.539925087838597051e+02 5.730757276749710583e-01 7.275596450301591300e-01 4.943900845391903331e+00 2.371122831061625025e-01 -1.563321531590000646e-02 2.002652350649289648e-01 -4.768079837289340617e+01 3.421537502793492536e+01 2.363091503704195517e+01 7.190565707242080329e+00 -3.547832736069790371e+01 3.711869753935881278e+01 2.549059365828332346e+01 5.053578442828343498e+01
1.033864026434914133e-04 -2.345808404303955740e+03 -6.908590800594764658e-02 6.831521454686417805e-02 1.914667725827469802e+00 1.673445535502510779e+02 4.906281653833975964e-01 7.990627314484763932e-01 4.948985416431202822e+00 2.255424524117288776e-01 -6.612342360880596459e-03 3.732471811597548594e-01 -5.447678318288184585e+01 3.723174584393029818e+01 2.231315721580018163e+01 7.903629358312569408e+00 -3.999695773189779402e+01 3.520146513674704636e+01 2.523221706593792391e+01 5.412610696182085235e+01
5.766326853435211692e-05 -2.346392257377958686e+03 -8.726326703468206825e-02 4.983682660743543602e-02 1.891388531237196524e+00 1.545683868690731515e+02 5.178597531227171480e-01 7.822839029704569125e-01 4.951449032529871452e+00 2.339993531936570559e-01 -1.637309284075527671e-02 2.199954110673616736e-01 -4.926841510471311381e+01 3.639105334648995438e+01 2.314406128222390535e+01 5.884276217907102868e+00 -3.902133900143047640e+01 3.833774579039983621e+01 2.651380918809698173e+01 5.764301270413063349e+01
9.932581679524922285e-05 -2.345848472229774416e+03 -8.528332793108736598e-02 5.785454311541682326e-02 1.912646245893657060e+00 1.499788805398657416e+02 4.955957295604862534e-01 7.842211390569397977e-01 4.945621955425979266e+00 2.214603690031351491e-01 -1.414305878987009990e-02 2.062290622591188283e-01 -4.996825296488719914e+01 3.634984825231657624e+01 2.334906017005178214e+01 5.969193368510983255e+00 -3.843404390987501529e+01 3.633851351892047887e+01 2.671683599230834005e+01 5.608776878995846715e+01
9.129467309679628725e-05 -2.345932785314054854e+03 -1.345140787176214436e-01 1.288947364553383323e-02 1.882179727920537893e+00 1.593032012115959333e+02 5.886078884531826816e-01 7.290331342398641556e-01 4.948646111604908526e+00 2.327892871081540527e-01 -8.458251408558048468e-03 1.537774595843869607e-01 -5.173323818433206611e+01 3.508598434829268342e+01 2.356211941582342462e+01 5.901963750579275469e+00 -4.077682415026805529e+01 3.641138309417956975e+01 2.577695015364078657e+01 4.969906489986431097e+01
1.144438921408115858e-04 -2.345706793076980375e+03 -8.996446966980475857e-02 5.747822857780815475e-02 1.911221968327301290e+00 1.515686958459749860e+02 5.012876079456826117e-01 7.787594036751501747e-01 4.944975934558405228e+00 2.258203824953113337e-01 -9.834987603907885401e-03 2.203388639824253870e-01 -4.997675036240474356e+01 3.576314861726981320e+01 2.408433428505762919e+01 5.494403815089143883e+00 -3.648404843777930751e+01 3.596368346219935574e+01 2.531510925398061573e+01 4.695032898076723171e+01
9.651789500287610304e-05 -2.345877149323304820e+03 -1.475963408369572460e-01 -1.759996238647698608e-03 1.888503621635005736e+00 1.722043604949054725e+02 6.046642905302260784e-01 7.106684232956159697e-01 4.949008963016011009e+00 2.269904949896359714e-01 -2.007583911178256741e-02 2.433018724639678942e-01 -4.770112835167512344e+01 3.473947550607536527e+01 2.258431324249621142e+01 9.674370484782034652e+00 -4.067939709037619878e+01 3.811088796467454642e+01 2.616408112311208356e+01 5.664735696424505562e+01
8.963068685891741982e-05 -2.345951180006291906e+03 -9.136432970194090231e-02 2.681138109175817963e-02 1.858780401496507473e+00 1.568888762419819045e+02 5.209363342176626110e-01 7.632648692446708516e-01 4.944519250244935549e+00 2.286211165510776411e-01 -1.658357945768451636e-02 1.900704123833474590e-01 -4.724436583895283093e+01 3.795870554902991501e+01 2.362436680794033350e+01 9.021336666583778197e+00 -3.782405884687941011e+01 3.769074475704248073e+01 3.010995227633994631e+01 4.995300198728480723e+01
9.736481478539794931e-05 -2.345868412854021244e+03 -1.096919439861488710e-01 5.179137953213347467e-02 1.919786367944626093e+00 1.588873242820627638e+02 5.439977438348061467e-01 7.585637334407884236e-01 4.948672901007159730e+00 2.307489075542434875e-01 -9.819441873030410051e-03 2.519603204650530115e-01 -4.917392918858433859e+01 3.622738309095008447e+01 2.340338598879798582e+01 1.159181667577890984e+01 -3.842551196480761178e+01 3.691158724026899307e+01 2.500324449844215735e+01 4.687532626608881259e+01
5.029095836900959911e-04 -2.344226467355055320e+03 -1.397792844803519008e-01 2.830670418385805576e-02 1.932406145624222304e+00 1.616542291954258985e+02 5.828453543396920900e-01 7.390851757598619898e-01 4.948763559580515725e+00 2.240808326975625153e-01 -8.417225439250053398e-03 2.197996655828084733e-01 -5.104463889718564928e+01 3.890162167532152182e+01 2.376024962462819445e+01 7.360136336721501138e+00 -3.547623321502592830e+01 3.719803598173498926e+01 2.766347539901803287e+01 4.885717611949813488e+01
9.096356005401911443e-05 -2.345936418767549185e+03 -1.443939022343652956e-01 -1.026211674121610407e-02 1.859942093122806561e+00 1.671126388610972242e+02 6.135577894124497611e-01 7.157819975246135780e-01 4.947042830291989546e+00 2.235422427319502248e-01 -2.547136954116924201e-02 1.891901322006545871e-01 -4.490470804261488524e+01 3.876520641627612207e+01 2.451086714812056400e+01 9.782626876521206327e+00 -3.483771338801261663e+01 3.751504889417911670e+01 2.655096318456218185e+01 5.547124930124513753e+01
8.307485286015761617e-05 -2.346027135711831761e+03 -1.069400297859932070e-01 5.166654086791516720e-02 1.933028173652880710e+00 1.539777420043271832e+02 5.284318360611687249e-01 7.674458305740052833e-01 4.949539493626220477e+00 2.312283583868430803e-01 -2.065003398429077208e-03 2.177472751280293550e-01 -4.901478246690868446e+01 3.709694561187326656e+01 2.273434982461875009e+01 6.199076476362419541e+00 -3.593906228176234663e+01 3.764660816651288400e+01 2.636736520789384386e+01 5.712202733520533116e+01
6.888765455692944352e-05 -2.346214400772081717e+03 -1.142646126463663370e-01 2.018358405778730713e-02 1.875728081583157625e+00 1.624694501677192875e+02 5.560369387374820560e-01 7.542697615432250036e-01 4.948319431794048207e+00 2.343306218338485625e-01 -1.903351009795661852e-02 2.159799469535452765e-01 -4.768951640064599928e+01 3.546857236429390525e+01 2.374546751595674010e+01 4.660574940961281776e+00 -3.940956151533865182e+01 3.834249730928851818e+01 2.964260882992653023e+01 4.757684242609705194e+01
9.220145860051122454e-05 -2.345922901804502544e+03 -1.448535944848029222e-01 3.283592665614679107e-02 1.919338544391177237e+00 1.726730922351774211e+02 5.695644789485422299e-01 7.330376040798987081e-01 4.941194125196654241e+00 2.237443252064941213e-01 -1.637256752554705486e-02 2.676650739547944968e-01 -5.278800589790091635e+01 3.654586774106505231e+01 2.390408563744106374e+01 8.668318119153028078e+00 -4.370923300072911388e+01 3.810517530211943438e+01 2.624247921042688247e+01 4.624576244527589353e+01
9.295194279819967006e-05 -2.345914795139412490e+03 -1.125982894592708894e-01 2.937996261274936072e-02 1.899181782122858486e+00 1.707686286569806384e+02 5.443420760292266847e-01 7.477959192257597199e-01 4.944604221070577843e+00 2.365408804268966936e-01 -1.126097318972396621e-02 2.456033341347679533e-01 -5.265830842063428463e+01 3.776912228490625267e+01 2.374381619584164937e+01 4.954145310610336139e+00 -4.039494728800127632e+01 3.796523704247234576e+01 2.824624000905828680e+01 6.281084886487453645e+01
7.565962039511307823e-05 -2.346120633152956543e+03 -1.325669589827739026e-01 5.899170858106372872e-03 1.859446605696552623e+00 1.715116903760686569e+02 5.726354713278717368e-01 7.309687878354778068e-01 4.948570438050144737e+00 2.203507150968022632e-01 -1.320786354580238964e-02 2.652967106764006489e-01 -4.700815374882063225e+01 4.047289014261601636e+01 2.340733590418975041e+01 5.681607500831797886e+00 -3.864105626170317009e+01 3.804419918861378846e+01 2.724566274812212185e+01 5.126613005749336338e+01
7.536338058117709061e-05 -2.346124556266548097e+03 -1.297566546520274589e-01 2.817021973066224927e-02 1.907504406703425026e+00 1.629629673024192869e+02 5.669269810494296236e-01 7.424351217883224940e-01 4.950348384513137745e+00 2.371871777819833937e-01 -1.366266137681737547e-02 1.871261987586451958e-01 -4.607832635966431667e+01 3.702657834686773697e+01 2.264921377038287176e+01 1.150115718966149281e+01 -4.238018812947927927e+01 3.603739351051083162e+01 2.761533172017083260e+01 5.537395830141234399e+01
1.937903990501661474e-04 -2.345180100597177443e+03 -1.497309187939585839e-01 -1.045048557417588286e-02 1.859688874779736878e+00 1.648513948817007133e+02 6.308816085418176289e-01 7.012547375343940459e-01 4.946457472464052429e+00 2.402531666420442136e-01 -1.679882148985356594e-02 1.265421134622393418e-01 -4.508672964375591619e+01 3.683662546148192263e+01 2.350710602314465092e+01 1.009245310097595194e+01 -3.847403672479774173e+01 3.655134702532292579e+01 2.856324395939680016e+01 4.767723507149768380e+01
6.203799245746891120e-05 -2.346319130775958911e+03 -1.343171460818664009e-01 2.709795272656337350e-02 1.908462486364795652e+00 1.570940504712015127e+02 5.669103185148383073e-01 7.401065224080052296e-01 4.948804863853244029e+00 2.182524079033132391e-01 -1.366844166146341522e-02 1.668755326631360114e-01 -4.807893844536806682e+01 3.940848774889893491e+01 2.222178208103531460e+01 8.761919983375165089e+00 -3.872945164448657351e+01 3.538281358646577957e+01 2.573983414472857945e+01 4.665168506944672799e+01
6.979835545959015941e-05 -2.346201267306162208e+03 -1.337644776520420520e-01 3.112046847474098099e-02 1.924219515368618794e+00 1.565418125776290879e+02 5.735670583867061856e-01 7.431658702133903116e-01 4.951566899640058139e+00 2.258355880543747585e-01 -5.844795562618188001e-03 1.976658174486765618e-01 -4.941595715092503838e+01 4.071484332317565702e+01 2.357318631090477012e+01 7.072461624740955521e+00 -4.141419946256201001e+01 3.659738422747305009e+01 2.821293759779786114e+01 5.012961313338537650e+01
8.569479097727912748e-05 -2.345996085713207776e+03 -1.491321098929427047e-01 -3.309592143075801296e-03 1.874033671068551676e+00 1.544762781836739407e+02 6.044935195807517037e-01 7.243364969729657599e-01 4.951852548280994526e+00 2.230733633646218017e-01 -1.359723813886093424e-02 1.451586326905299762e-01 -4.662906697747465046e+01 3.702884839565556518e+01 2.333218569894879124e+01 1.029494813718001467e+01 -3.725669448510083726e+01 3.675818186435320456e+01 2.827165262380582078e+01 4.707416716691126624e+01
6.574449536455696330e-05 -2.346261101808040166e+03 -1.499037528503305294e-01 2.907297361527588775e-02 1.939824843005327537e+00 1.606214250956944340e+02 5.861079801854632843e-01 7.267974466342801421e-01 4.947556134249771809e+00 2.329261987934569955e-01 -7.253930232963057279e-03 2.261013280058582209e-01 -5.467854957225404178e+01 3.700049358574209180e+01 2.331326716300852198e+01 3.626359620698127451e+00 -3.872731153591698217e+01 3.763286108992103607e+01 2.965734078058290635e+01 5.265317213379461236e+01
1.466813874247979320e-04 -2.345458614952889093e+03 -1.415477432443933425e-01 2.506994597036266148e-02 1.899809548041674567e+00 1.711776385379200178e+02 5.825078181485732198e-01 7.279952428241365237e-01 4.949582166434431940e+00 2.329788114465907167e-01 -1.416409462688061893e-02 2.818083032846508407e-01 -5.096011240626515360e+01 3.656110148039604013e+01 2.276045929162961912e+01 5.562365327498985934e+00 -3.889150707953888286e+01 3.407441063477401144e+01 2.596184909710763833e+01 4.229616123271951267e+01
3.166272843506700066e-04 -2.344689152431918046e+03 -8.733639944393679910e-02 4.819696180724425405e-02 1.897516412963052623e+00 1.752603550667603258e+02 5.168913839605724370e-01 7.746629698966274180e-01 4.951707303139992078e+00 2.262040280438040174e-01 -8.047182499716365456e-03 3.492740241998299466e-01 -4.995562563477542994e+01 4.011801500937517062e+01 2.205694303204353091e+01 1.058415348596231098e+01 -4.061969846601365930e+01 3.607223552735583638e+01 2.855326505182864594e+01 4.771276986080952298e+01
7.171700365800225054e-05 -2.346174149885370298e+03 -1.366397797993080532e-01 4.188226013958656901e-02 1.932985525040579411e+00 1.580560045291346114e+02 5.621670948109485089e-01 7.371744100317036974e-01 4.947233763733856371e+00 2.367181305043488670e-01 -9.095593540376700759e-03 1.984125737855421956e-01 -5.149924257905783520e+01 3.474152634924421079e+01 2.486419539350548291e+01 8.436157762733209609e+00 -3.654709892056379772e+01 3.770928515076232657e+01 2.711339703952453561e+01 5.095847502048867028e+01
1.543383961635894400e-04 -2.345407730185506352e+03 -1.281391200042781842e-01 2.398282810717980440e-02 1.903111162451942562e+00 1.690527215879917549e+02 5.541583837298941217e-01 7.434710440068270643e-01 4.944886293638147912e+00 2.295739027603040938e-01 -1.047188763834849823e-02 2.975718142230562302e-01 -5.094214101348654822e+01 3.475738599863142753e+01 2.407986460436839593e+01 6.125841282745847494e+00 -3.508467942596459466e+01 3.794935680330446814e+01 2.634299370248804806e+01 4.919250513500117705e+01
6.283060925062578601e-05 -2.346306435391723426e+03 -1.350809479756129583e-01 1.503345267122274675e-02 1.900873390643929461e+00 1.659788017963209086e+02 5.801654306785208881e-01 7.394225324648617814e-01 4.944836970128426046e+00 2.357980919833913003e-01 -1.869494995228015988e-02 2.353311339384531464e-01 -5.019470893758858665e+01 3.730052629236468675e+01 2.154820980116567597e+01 8.154962677890953415e+00 -3.888997985564157034e+01 3.813838880258258257e+01 2.700120891218271879e+01 5.220232327966978403e+01
7.393779730453426432e-05 -2.346143653592146620e+03 -1.069262610224819832e-01 2.014204880727071822e-02 1.859617538704263495e+00 1.751887939171737116e+02 5.520569278738930441e-01 7.454910492283690626e-01 4.945180659320921990e+00 2.336370604559130371e-01 -7.262807582828045838e-03 2.605533953687824700e-01 -4.587028426268247472e+01 3.692160958840773333e+01 2.409530518518943154e+01 7.685416249735732563e+00 -4.133661707940518681e+01 3.759451006974345688e+01 2.732384774725060694e+01 5.424469860754854977e+01
6.958067680657089194e-05 -2.346204390858198167e+03 -8.457156488667051664e-02 5.559171585389446890e-02 1.896454219418838960e+00 1.523617707167675519e+02 5.118021153896469277e-01 7.673629848206526827e-01 4.941546366595813033e+00 2.342728543966847710e-01 -1.536837657123113488e-02 1.767838761302107653e-01 -4.721812056888649067e+01 3.959416590408982017e+01 2.414573164007149941e+01 8.279958687758103508e+00 -3.835951861037722210e+01 3.818689888762072115e+01 2.914020737389022742e+01 5.306884344788920060e+01
1.948823363646610680e-04 -2.345174481781717532e+03 -1.313746547906141371e-01 1.485192009260424828e-02 1.889161729869567985e+00 1.575464595719539886e+02 5.904158311523581837e-01 7.319685561636262161e-01 4.947830459478971932e+00 2.356501099221084417e-01 -1.764479770413185378e-02 1.966319148559829144e-01 -5.161314685210950870e+01 3.609428241537071358e+01 2.243063278752899237e+01 6.249062085969314673e+00 -3.875270926947709427e+01 3.665095912923299437e+01 2.736411862831788966e+01 4.508718545143320000e+01
6.044085332887571117e-05 -2.346345212498985802e+03 -1.033487532745450410e-01 5.210122709469255931e-02 1.912313985785717207e+00 1.643696623390742957e+02 5.250911152277847327e-01 7.733159785898036098e-01 4.948253070602193660e+00 2.252708456505354562e-01 -1.817838052068143639e-02 3.040075762606223586e-01 -4.908366234214005885e+01 3.392996444890516727e+01 2.266962301352981513e+01 6.224677177443904696e+00 -3.809386945752478937e+01 3.783478575698595847e+01 2.764570489332584913e+01 4.951853728813526345e+01
1.806699924797927680e-04 -2.345250205633740279e+03 -1.023052017517511181e-01 3.662009150528766632e-02 1.896517087216767372e+00 1.574609407098596137e+02 5.302672548085448634e-01 7.625778510597487347e-01 4.946676414840160518e+00 2.176835456063439533e-01 -1.008159868518143654e-02 2.140237114933146167e-01 -4.900008234491693315e+01 3.614132522548862880e+01 2.303698117638153064e+01 7.903935117296145840e+00 -4.331789102223882537e+01 3.612420375154356833e+01 2.653960690444567661e+01 5.166130257932588421e+01
1.302852644889289987e-04 -2.345577151366276667e+03 -1.179496723346777909e-01 4.493419291631992052e-02 1.953030519601679060e+00 1.783918158949639121e+02 5.379158633819488555e-01 7.559495913515308363e-01 4.948919751230976161e+00 2.236794630570670961e-01 -5.102820869258284375e-03 3.530074753159814227e-01 -5.171301351961380988e+01 3.702634178335772930e+01 2.305288850060060923e+01 7.146401435422444770e+00 -4.191652220364937875e+01 3.700678035282967215e+01 2.648700518736923826e+01 5.005612368481149588e+01
1.500894582048720540e-04 -2.345435646250542050e+03 -9.919532938483049955e-02 5.339699809848214018e-02 1.894791925828090307e+00 1.621095061477087143e+02 5.105227188420341511e-01 7.709445241237646851e-01 4.945200868590574395e+00 2.365797872659587409e-01 -1.024133267324778274e-02 2.500871151778895074e-01 -4.798115508661689432e+01 3.886319128393067501e+01 2.349286282435092232e+01 8.787008774451599891e+00 -3.688091888787468520e+01 3.666115260519919872e+01 2.702824949936122323e+01 4.775274880579893733e+01
