weight logl shared_params-g1 shared_params-g2 shared_params-theta_int shared_params-vcirc shared_params-cosi shared_params-r_hl_disk shared_params-flux shared_params-dx_disk shared_params-dy_disk shared_params-vscale Hb_params-v_0 Hb_params-I01_spec1 Hb_params-I01_spec2 Hb_params-I01_spec3 O3a_params-v_0 O3a_params-I01_spec1 O3a_params-I01_spec2 O3a_params-I01_spec3 O3b_params-v_0 O3b_params-I01_spec1 O3b_params-I01_spec2 O3b_params-I01_spec3
1.639498830275408365e-05 -4.137136365861819286e+03 -6.393513834861015710e-02 1.246889973895728143e-01 -5.714965954925976810e-01 1.814540962761317644e+02 5.895400687380298876e-01 1.113041625789678468e+00 5.147439699273155256e+00 -2.054623685504126662e-01 -4.493863010206622377e-02 1.737807108649678689e+00 -3.030309415049953259e+01 4.587906925562390370e+01 1.649025729602726642e+01 7.999212394404020188e+01 -3.268427482927108940e+01 2.295125608067216660e+00 3.807447562455990031e+00 5.792464544372633384e+01 -2.799213263795115836e+01 9.413910343616382903e+00 2.527122070562926126e+01 2.012369574482303278e+02
3.870677867485378853e-05 -4.136277326814397384e+03 -6.084207466132458830e-02 1.094491894367784768e-01 -5.792782844712829338e-01 1.798572312688347097e+02 6.135105616202481960e-01 1.110016326594909453e+00 5.150558356067175048e+00 -2.036732259688975866e-01 -4.981901965251944731e-02 1.671399851278267734e+00 -3.022679010056791071e+01 5.112400427827634530e+01 1.609783285885080062e+01 8.228157544790670386e+01 -3.130217616370066480e+01 2.755048526293379929e+00 4.007267857198848482e+00 5.081471647012103432e+01 -2.838809250012747043e+01 9.233672934529813858e+00 2.400430834404399150e+01 2.066719445410916194e+02
2.293910875800420275e-04 -4.134497913205713303e+03 -8.070147869098545645e-02 1.399254041549150840e-01 -5.502541849604059010e-01 1.538196078478302695e+02 5.609973653474094046e-01 1.144553241970703628e+00 5.147542885130416579e+00 -1.911909861483624962e-01 -5.315837632872977281e-02 1.436104480632540037e+00 -3.029446272452193512e+01 4.853477152524643401e+01 1.655719059970151008e+01 7.938256723652403934e+01 -3.073148324253520514e+01 2.444636975852731986e+00 2.882522535295306554e+00 5.016972768400762561e+01 -2.930922682632740361e+01 9.832329089586533399e+00 2.529514921194342492e+01 2.039408433190981214e+02
5.902516033627368860e-05 -4.135855377759270596e+03 -6.351301663889941107e-02 1.455696272314589701e-01 -5.891856013125877922e-01 1.775875673352134072e+02 5.694661341407196709e-01 1.130960002549663557e+00 5.148406118225461015e+00 -2.058970940943418704e-01 -4.277643021819210745e-02 1.747992573322614263e+00 -3.054674512807818587e+01 4.700831651176062564e+01 1.538139787966164107e+01 8.091631674187770784e+01 -3.328086502770710808e+01 2.306410532203151398e+00 3.265210573810573003e+00 4.665205485598178115e+01 -2.844562599040781947e+01 9.441939329016936000e+00 2.440908256316565073e+01 1.972017770162065631e+02
6.803677480599784090e-05 -4.135713293193687605e+03 -4.908879259604194412e-02 7.496928898381327588e-02 -5.794465502359571474e-01 1.798603867283392788e+02 6.627430650389793954e-01 1.065646588506160786e+00 5.148950536874082218e+00 -1.963354335806712925e-01 -5.066964597134182569e-02 1.490589347238216567e+00 -2.938305859935843500e+01 4.744230836224616610e+01 1.666063862000155638e+01 7.865232514206765302e+01 -2.730020093469710218e+01 1.926338356567858234e+00 3.821705645785100636e+00 5.018871129710100831e+01 -2.862056639159138172e+01 1.043065082450134184e+01 2.552246048956530089e+01 1.990542003928201780e+02
7.248399745364201121e-05 -4.135649975745931442e+03 -9.218165172450556999e-02 1.483137073534731842e-01 -5.607521000351747276e-01 1.936418481616360623e+02 5.458885444743738491e-01 1.159914759789109739e+00 5.147091572255660274e+00 -1.911870417194942995e-01 -4.449001810065400520e-02 2.043609256629009607e+00 -2.995849126373832405e+01 4.939111922140493505e+01 1.599530219045330881e+01 8.215935993166002049e+01 -2.896488171120614652e+01 2.097665431162076821e+00 2.904961993699828326e+00 4.884750449315578180e+01 -2.829673150674250337e+01 8.609038964678239481e+00 2.670573788512342617e+01 1.986254788184396034e+02
3.190903021207156887e-05 -4.136470452510171526e+03 -7.105836897108490369e-02 1.044376634860883779e-01 -5.518117344439485983e-01 1.712085175953670273e+02 6.120925872827757130e-01 1.091854217685974904e+00 5.145974288809030739e+00 -1.996354335271364189e-01 -5.296153864184138804e-02 1.560157700014020765e+00 -3.029892821637014322e+01 4.521276834875364870e+01 1.648029415049523294e+01 8.263190137024523096e+01 -3.014978910932066469e+01 1.880671152740376328e+00 3.749887846553945359e+00 5.232240916283781473e+01 -2.685335395045518680e+01 9.952439255668465989e+00 2.427212835906500388e+01 2.042997177297015696e+02
4.281026776407435283e-05 -4.136176563583805546e+03 -3.018555597994525275e-02 7.825103632796015507e-02 -5.688579627633996161e-01 1.884635666411244586e+02 6.636757887008307710e-01 1.064408982208401966e+00 5.151684651620699107e+00 -2.057867927806595887e-01 -5.437227614158479660e-02 1.539629202048820478e+00 -3.050459089509388377e+01 4.865700346094359219e+01 1.565173428318222903e+01 8.171479898888556193e+01 -2.983629631852312514e+01 2.047597336460982298e+00 4.426935871956860780e+00 5.032651859917347537e+01 -2.923209851388008929e+01 9.265374842942431854e+00 2.497428894735109850e+01 1.991152714117361313e+02
3.015920553299128876e-05 -4.136526851357602936e+03 -4.975873336254539592e-02 1.331161118163378398e-01 -5.900677023370830554e-01 2.006650964323854964e+02 5.948325364045987662e-01 1.121418101768492992e+00 5.150252204167321324e+00 -2.039289095212653002e-01 -4.889103676075912119e-02 1.977505318015515323e+00 -2.990550102036146995e+01 4.553236700852237107e+01 1.643061415273072612e+01 7.885907724730189727e+01 -2.865445494280646699e+01 2.180045403793462455e+00 3.602753510618672550e+00 4.842841224027338853e+01 -2.562594814182656933e+01 9.282178932309204100e+00 2.497604206079850897e+01 1.988213350162899644e+02
1.747678626631272208e-05 -4.137072468057368496e+03 -5.163244674538640389e-02 9.793506697596157662e-02 -5.866581330561091434e-01 1.694231041691122357e+02 6.328265060704533207e-01 1.075071887382863522e+00 5.143961802171183706e+00 -1.958333958066345026e-01 -5.436909310274762319e-02 1.404366335267950294e+00 -3.011569824811462581e+01 4.826220502600209272e+01 1.584183902774227803e+01 7.805041906475429414e+01 -3.330929145287063875e+01 2.275657847417900115e+00 3.044622931352436446e+00 5.138970310388413054e+01 -2.868926515739858019e+01 9.950823950991560807e+00 2.489668755008423062e+01 1.994869320023462365e+02
7.972508084343444504e-05 -4.135554757331727160e+03 -5.966786278241041630e-02 1.475701877898265291e-01 -5.930367633441147035e-01 1.748489919118233331e+02 5.541828209020509544e-01 1.133496070817757273e+00 5.142214756835908673e+00 -2.007201915787495405e-01 -5.312770293901358798e-02 1.793974206248409642e+00 -2.951222337038987575e+01 4.691289975425094383e+01 1.574744150416618282e+01 8.213493298870311321e+01 -3.030657407785901114e+01 2.475110198682184404e+00 3.034287526840095950e+00 4.944881042589599218e+01 -2.698704867132175877e+01 9.465921639430163737e+00 2.449012145632778470e+01 2.005886298009183975e+02
2.835045612638800394e-05 -4.136588698439492873e+03 -5.268411050164265030e-02 1.279348084148016762e-01 -5.794024569821991655e-01 1.729857644114467234e+02 5.852385095208637589e-01 1.118945458452139219e+00 5.144989833750637231e+00 -2.025358863313118096e-01 -4.298550004530476976e-02 1.615479864190364268e+00 -2.989687344354300080e+01 4.912922929213270606e+01 1.608309122397944080e+01 7.804242865812970820e+01 -3.124580426194080474e+01 2.749904246293177756e+00 3.340418803012057403e+00 4.994546694038825763e+01 -2.855417966805157448e+01 1.011868545151994780e+01 2.348357342367357603e+01 2.016651013040005012e+02
7.550924042891013694e-05 -4.135609086520098572e+03 -6.547633529875651615e-02 1.297365740907152343e-01 -5.906411148724317606e-01 1.844939386479990446e+02 5.807785107789447121e-01 1.132107214552861008e+00 5.151099819193918350e+00 -1.952759290424643801e-01 -4.941683275187358504e-02 1.870761765819503042e+00 -2.967160681895671814e+01 4.821515875728920975e+01 1.594078247779295765e+01 8.141432473551768112e+01 -2.828545408034986508e+01 1.944238099852779733e+00 2.962284388697167259e+00 4.840504685630364889e+01 -2.614379849965052927e+01 1.059929752774135814e+01 2.420635473609456056e+01 2.055507502970403948e+02
1.573808038943415102e-05 -4.137177258280568822e+03 -5.594371263141285910e-02 8.774659508412899211e-02 -5.697455627032468328e-01 1.832470347681804697e+02 6.432931992719799208e-01 1.079251746842191384e+00 5.148937569067582487e+00 -2.055807093158619203e-01 -5.050311777944327396e-02 1.616588777499146978e+00 -3.099163660828247657e+01 4.829300362801136259e+01 1.669650822046142480e+01 7.623396496895340135e+01 -2.844247372071151858e+01 2.346291517315912678e+00 3.635415362816307727e+00 5.057993096968782254e+01 -2.932157578482818394e+01 9.259637584589807346e+00 2.252141615289304610e+01 2.003449577110929454e+02
4.359087462702342222e-05 -4.136158493727747555e+03 -4.152890620787948184e-02 8.266129689172749262e-02 -5.749080694097807864e-01 1.822062229820483878e+02 6.605743572804728680e-01 1.074347479840633834e+00 5.149120197793710219e+00 -1.918677915496118658e-01 -5.346936199705520920e-02 1.574936391582284045e+00 -2.992218683918468969e+01 4.590345594271460783e+01 1.618724899176893217e+01 7.978422519444173133e+01 -3.005603151771646253e+01 2.312541585991811921e+00 3.100964700487818249e+00 4.801081652927364019e+01 -2.801221602081213291e+01 1.017077810124089510e+01 2.549686305495468730e+01 2.063670352717887795e+02
3.664549046539769181e-05 -4.136332051181125280e+03 -4.365397942025590894e-02 8.367119810618806053e-02 -5.794539938815423952e-01 1.813759053095112108e+02 6.465468075035960549e-01 1.062594631261013056e+00 5.145277774507860613e+00 -1.941331275917914656e-01 -5.650928403129329425e-02 1.496559918485227181e+00 -3.112279224891776153e+01 4.842916667865282676e+01 1.589413142788831479e+01 8.337156412345159140e+01 -2.978789780334111015e+01 2.152121277533614041e+00 3.592663831240683336e+00 5.131807355234052892e+01 -2.906373780490577019e+01 9.518786372587740630e+00 2.406858671097133850e+01 1.949281690231366895e+02
5.169056143422526999e-05 -4.135988066357938806e+03 -6.173250602740772142e-02 1.097920026734284515e-01 -5.741793587882639827e-01 1.729093085813789799e+02 6.045152227280830015e-01 1.094618184869861954e+00 5.145788072665385293e+00 -1.927819398626504643e-01 -5.632879150499969789e-02 1.592486162208520684e+00 -2.920072018984788542e+01 4.523537920203246898e+01 1.668490791097032400e+01 8.027816225978968134e+01 -2.995209013333465009e+01 2.240288077444363424e+00 3.288237998105403292e+00 5.244220491265472361e+01 -2.846861093819561006e+01 9.239196734780353637e+00 2.671290771716827805e+01 2.032903829581170783e+02
3.136683892333163876e-05 -4.136487590309032385e+03 -5.567346593344243977e-02 1.222465847384099080e-01 -5.791771269401073674e-01 1.768755967929295139e+02 5.985841783180388953e-01 1.108799105683901498e+00 5.148943252296630746e+00 -1.944310210148341156e-01 -5.528796410496306102e-02 1.658824870379748351e+00 -3.032020297411176557e+01 4.661406360847442443e+01 1.633236563847306755e+01 8.038704631168414494e+01 -3.387754191030742845e+01 2.519405912743688525e+00 2.854469698217010354e+00 4.849716645932289083e+01 -2.875982917925361448e+01 9.417565128855830636e+00 2.443413441692054988e+01 1.939380945335290676e+02
5.736214032790239875e-05 -4.135883957049110904e+03 -6.764997820938568884e-02 1.402952316728457161e-01 -5.728499627952294837e-01 1.787237135188880188e+02 5.689161453090562093e-01 1.145505952197481747e+00 5.150298364408215868e+00 -2.116684612339039262e-01 -4.836683365387006717e-02 1.716270144999151537e+00 -3.062330119605721279e+01 4.578055929675384306e+01 1.626444921441894209e+01 8.088370003917833628e+01 -3.113046791155366577e+01 2.565516878524798372e+00 4.034439469819184332e+00 4.749439045183001440e+01 -2.992486702377570396e+01 8.918643250242386245e+00 2.520361396554748978e+01 2.037386185431920751e+02
1.460733465605427303e-05 -4.137251817782382204e+03 -6.461837275018784965e-02 1.174587819853041559e-01 -5.566582955389498544e-01 1.608373779900264822e+02 5.974512814751538059e-01 1.113443746609216634e+00 5.147242080750398685e+00 -1.975585856239685523e-01 -4.968359236110919674e-02 1.492499385367211717e+00 -2.950994560677662548e+01 4.828753328220780361e+01 1.614893339032474984e+01 7.886190468145815657e+01 -2.821454381909285303e+01 1.676698081304661692e+00 4.188625427594239170e+00 5.193588719786490771e+01 -2.788987747929502348e+01 9.003341911327233049e+00 2.585289699879112035e+01 1.950218896412395679e+02
3.091473029620208810e-05 -4.136502108779722221e+03 -7.129687384438626596e-02 1.404983447264059604e-01 -5.781403574842456372e-01 1.643228481439154223e+02 5.682208218616375817e-01 1.138476157729284566e+00 5.149957860235105045e+00 -1.979046565865010265e-01 -4.974867682903427735e-02 1.576386977851971904e+00 -2.994598634558695949e+01 4.556979797238192020e+01 1.571256048717872744e+01 8.241686763505740032e+01 -2.984605539033151445e+01 3.081591336064115616e+00 3.317683341954480447e+00 5.025643149923597264e+01 -2.705555398286912805e+01 9.196166874893553000e+00 2.347646874600550859e+01 2.013632239196099363e+02
1.494566407127244530e-05 -4.137228920329558605e+03 -7.022872685852611652e-02 1.293618895331082597e-01 -5.565630436663884240e-01 1.809542678275560945e+02 5.835119888083584172e-01 1.116814919017656393e+00 5.149437569696876160e+00 -2.059717211879292798e-01 -5.763788639548117487e-02 1.708440362975680582e+00 -3.095043684010386187e+01 4.734863260350918779e+01 1.694256222880074958e+01 8.036307409481069897e+01 -3.254335352292767425e+01 2.760272204037739208e+00 3.646151829244659304e+00 5.072329787386809130e+01 -2.975327318927173792e+01 8.862560629456229577e+00 2.660466212844414713e+01 2.040149948468032903e+02
1.699971648630284131e-05 -4.137100144892010576e+03 -5.764454234633717422e-02 1.300775074493892569e-01 -5.925454287627016647e-01 1.832310478413559451e+02 5.791521153097403118e-01 1.123775664460263890e+00 5.148620449284623035e+00 -2.046793911972055735e-01 -4.349755291967172255e-02 1.809869328474975836e+00 -3.006601912633172446e+01 5.011556503484204939e+01 1.464730042970163737e+01 8.064363476777691631e+01 -2.982616843980855492e+01 2.122078059387133564e+00 3.031273913530307951e+00 4.905268432881748453e+01 -2.824757564532939114e+01 9.926782442949310337e+00 2.226284296860992029e+01 2.001802128762810753e+02
1.165541736023743607e-04 -4.135174985384266620e+03 -7.502273201852054096e-02 1.489069649439254961e-01 -5.675917807957167049e-01 1.675994513321746524e+02 5.677718392239677891e-01 1.133581251496740494e+00 5.144823070025139167e+00 -2.026274324612873379e-01 -5.127128485475518360e-02 1.697175445291745577e+00 -2.943198478704360355e+01 4.835413417176614814e+01 1.481531495493149109e+01 7.759338860118315040e+01 -3.057082751059439829e+01 2.389181886631952523e+00 3.559144178694295668e+00 5.136827515843944525e+01 -2.762968679653954496e+01 9.435829312738119867e+00 2.569110057971202110e+01 1.961864451995394347e+02
1.707539256574116659e-05 -4.137095703162785867e+03 -5.677180205306343874e-02 1.441252444468556770e-01 -5.872644705495573270e-01 1.719688334984827236e+02 5.728610322530570675e-01 1.130966174141938341e+00 5.145982775093338901e+00 -1.998188889565879478e-01 -4.707203860073527757e-02 1.671278704590192454e+00 -2.996229114189168286e+01 4.752588427600035459e+01 1.548525658541644034e+01 8.194167964931654069e+01 -2.931156357873953766e+01 2.407201768210298631e+00 1.970650709921972776e+00 4.850088082356607089e+01 -2.895661649718371677e+01 1.034711517954212212e+01 2.586469685790449091e+01 2.070291572457518896e+02
1.180445503109368854e-04 -4.135162279460430000e+03 -5.320774445199828728e-02 1.290590062623936107e-01 -5.962261747003529955e-01 1.942966252695622700e+02 5.869382918913690350e-01 1.106970092144669238e+00 5.145388508428857754e+00 -2.062063701272587313e-01 -4.545181008787624322e-02 1.990339381246231332e+00 -2.939466646469975331e+01 4.760379506952317286e+01 1.667322461105524667e+01 7.962541256112598376e+01 -2.880107554746894039e+01 2.810364917583796363e+00 4.100064594929619943e+00 4.932355196060989044e+01 -2.719343532938060548e+01 1.057996671900007790e+01 2.455260667374625783e+01 1.966752286663538882e+02
2.225248935419782550e-05 -4.136830887675209851e+03 -6.223554608600319338e-02 1.186973135019800119e-01 -5.692619875486086833e-01 1.756063951171426538e+02 5.973029568292806957e-01 1.117014916924955692e+00 5.147372381940838793e+00 -1.947654665133935481e-01 -5.343822221294658448e-02 1.643489894234848370e+00 -3.111434886542289746e+01 4.797576443353490561e+01 1.655135847576927333e+01 7.815204099697803031e+01 -3.143062527175533205e+01 2.596306851092911039e+00 3.469567996720823722e+00 5.261040883926659717e+01 -2.876472886543962204e+01 8.030946963358708501e+00 2.653135199259859434e+01 1.972950534682058503e+02
1.787802578472166880e-05 -4.137049769209726946e+03 -6.725122789945003898e-02 1.431058190573784306e-01 -5.714745011912043537e-01 1.846667557886183033e+02 5.556903771225140121e-01 1.148791021743904572e+00 5.147289828654259658e+00 -2.002129027240164838e-01 -4.249911099252701163e-02 1.889430444429403888e+00 -3.032437890050155715e+01 4.972876933334880079e+01 1.646359087283544298e+01 7.754291924878398845e+01 -3.028116335817705362e+01 2.297105725310166768e+00 3.737311140258992026e+00 5.066990269655047285e+01 -2.743152110280468037e+01 1.145739152716296338e+01 2.342141105762407705e+01 2.061305610707797484e+02
3.314543443724196744e-05 -4.136432436575871179e+03 -6.196591285953632899e-02 1.472711859514381494e-01 -5.995792639720294304e-01 1.754965798323234196e+02 5.660289067183305045e-01 1.156415416499796400e+00 5.152877870940665517e+00 -2.074724352093704205e-01 -4.372804850781908392e-02 1.763377591345152595e+00 -2.855311802522552966e+01 4.708779067867219226e+01 1.584604005512313307e+01 8.111944130874482539e+01 -2.948449491749414619e+01 2.336469247098071911e+00 2.799070230985023500e+00 5.458632324501267163e+01 -2.799893420885030082e+01 1.066775222705829052e+01 2.510714568671268410e+01 2.050608333545497146e+02
2.266058146784184248e-05 -4.136812714642840547e+03 -6.178561422907022371e-02 1.439384460966171841e-01 -5.923816568365034563e-01 1.919602269457729449e+02 5.706368455272378126e-01 1.117098490488824813e+00 5.143801743885172861e+00 -2.033523576718083703e-01 -4.633528803816755470e-02 1.957838394557403161e+00 -3.100747972183290813e+01 4.630361094836344193e+01 1.707439424537582440e+01 7.665307810217191786e+01 -2.829761303713013376e+01 2.205514495521310181e+00 4.054654733781970499e+00 5.104300298935504543e+01 -2.657430262464151838e+01 9.378375942212468175e+00 2.389093123146401965e+01 2.022654860259083307e+02
1.814482678572446937e-05 -4.137034956064147991e+03 -6.737574799661417979e-02 1.076434037725862713e-01 -5.562899938849481529e-01 1.770641842438847107e+02 6.146853435840540225e-01 1.099028227867277163e+00 5.147316907494509763e+00 -2.041195884622439838e-01 -5.768026668043546579e-02 1.622213233460271686e+00 -3.074510873012374645e+01 4.593183311769710997e+01 1.633001475685447090e+01 7.750275045298482723e+01 -3.247911225299822036e+01 2.758606248657868854e+00 3.324740181577579001e+00 5.126047673680322703e+01 -2.685655279058150313e+01 9.352849898030314080e+00 2.582914018561744030e+01 1.983191851429920689e+02
6.323201268878404487e-05 -4.135786530855855744e+03 -7.055935562677191630e-02 1.287863427471715727e-01 -5.750239637983090013e-01 1.794010072227599153e+02 5.772214432697587716e-01 1.133623421852055557e+00 5.150807687601127505e+00 -1.999173894413461827e-01 -4.324941462037590334e-02 1.831762238533670040e+00 -3.002971512072878113e+01 4.630952958950962284e+01 1.615598861589950985e+01 7.942608903570524603e+01 -2.871271495707458143e+01 2.021563480514521061e+00 4.545343899912346330e+00 5.053829322186598461e+01 -2.766764745361180644e+01 8.667066192206696940e+00 2.275114958457225001e+01 2.029963259258707922e+02
1.685418097271956586e-05 -4.137108742803687164e+03 -6.852143816877857840e-02 1.318153633062567331e-01 -5.707598008430845304e-01 1.897809563171849163e+02 5.668219370234796051e-01 1.153876500709127617e+00 5.148452120158476752e+00 -1.917633892361716441e-01 -4.907118085359574167e-02 1.918801781945437490e+00 -3.009958972361189922e+01 4.248256235945657977e+01 1.585219010270644269e+01 8.072713901583216511e+01 -3.166291373846334523e+01 2.527647399070853673e+00 3.480350579963098490e+00 4.840654775365826623e+01 -2.871495355596076138e+01 9.614409212587936793e+00 2.499227786387636741e+01 2.027091766033099987e+02
1.942877935011446726e-05 -4.136966586120183820e+03 -8.185905779679188143e-02 1.434205182312805194e-01 -5.564034971479414615e-01 1.869275913178626922e+02 5.563583505972726773e-01 1.149255737458423576e+00 5.148573037448685774e+00 -1.948830225546533956e-01 -4.361934877034290281e-02 1.935538603265044344e+00 -3.028544408869180415e+01 4.889711801258500401e+01 1.571330985255536916e+01 7.820729521875269086e+01 -3.020549569053792993e+01 2.012297678366636866e+00 4.572855985841117743e+00 5.138549529706115493e+01 -2.896694343568029240e+01 9.418133157334640515e+00 2.761043637291538033e+01 1.974784699895435551e+02
1.545272610073543265e-05 -4.137195556124223003e+03 -4.173087023671072371e-02 7.237641822991608409e-02 -5.677346603098389899e-01 1.891974997356748531e+02 6.738028935576114709e-01 1.050376583690283860e+00 5.146184321038826504e+00 -2.057250822316687433e-01 -6.458155016897992873e-02 1.557335865705630207e+00 -3.171984214520185219e+01 4.837151891408153404e+01 1.644496677224260850e+01 8.014338834116097132e+01 -3.144941578447040342e+01 2.556030968672851067e+00 3.559799007209818456e+00 5.151990249236115460e+01 -2.668013270377269919e+01 9.744230698259471524e+00 2.529105851883972633e+01 1.975091842202174632e+02
1.723485198546426949e-05 -4.137086407946740110e+03 -5.674647017980401220e-02 9.939999270484342619e-02 -5.598421070969825664e-01 1.778859989706926683e+02 6.312576700367305005e-01 1.099584636124850467e+00 5.154771697843788303e+00 -2.031989681080417220e-01 -5.175846842131370806e-02 1.568204593950560000e+00 -2.974994576453400441e+01 4.769341077666955186e+01 1.582009053611388438e+01 7.873824587991218493e+01 -3.113759854231281565e+01 2.283383491760604400e+00 4.644587010089518131e+00 5.135933011298998707e+01 -2.884695607773326742e+01 9.648829408639091554e+00 2.472003520171228530e+01 2.117108588397490507e+02
4.145364949867324595e-05 -4.136208765635139571e+03 -6.772205414709295268e-02 1.149281460006426336e-01 -5.629944936731372529e-01 1.580274254637470506e+02 5.961610167359755463e-01 1.113121590959241125e+00 5.146136416239276201e+00 -2.040875577250598205e-01 -4.774375847516210136e-02 1.440273583065830865e+00 -2.895252091406771910e+01 4.648785442890346076e+01 1.525964741815266734e+01 7.773347233048366434e+01 -3.045911545514044860e+01 2.021382545734806691e+00 3.150892392322357516e+00 5.359118717159672229e+01 -2.844642721697596244e+01 9.492541289066402044e+00 2.344073963822646078e+01 1.994270358714780400e+02
1.976497877270196854e-05 -4.136949429935887565e+03 -5.450245779428408710e-02 9.323461522570938853e-02 -5.604743185454923449e-01 1.792828512023855012e+02 6.296820348611752438e-01 1.074849465239582358e+00 5.142713464518201327e+00 -1.909336331993054525e-01 -5.562234988156822268e-02 1.583702619410911616e+00 -3.065108656705066892e+01 4.535280013180442893e+01 1.496137145350762054e+01 7.860902314438833116e+01 -3.002220328469041988e+01 2.688785346934285947e+00 3.433144377135710634e+00 5.197895915410677503e+01 -2.831171648856147272e+01 9.383167226591492494e+00 2.340287937973584320e+01 2.085443393495486362e+02
5.342827304595745055e-05 -4.135955001495009128e+03 -6.544119324590366715e-02 1.415000237838620889e-01 -5.594171657658275620e-01 1.879320683739242099e+02 5.708499291087557603e-01 1.139421165715567286e+00 5.149503591567796690e+00 -1.988419579405871218e-01 -5.637050220841555159e-02 1.819992787520854360e+00 -3.058182179084195695e+01 4.642083239065708256e+01 1.615360726178238693e+01 8.377480224624322602e+01 -2.881829279954305889e+01 2.492695786768694965e+00 3.828665940074471585e+00 5.050693117153093681e+01 -2.829519705362619675e+01 1.008661491190987469e+01 2.403573052805851873e+01 1.966683240177951006e+02
1.451694375254762562e-05 -4.137258025056771658e+03 -6.865056332884374168e-02 1.263857105442612039e-01 -5.638502905294062728e-01 1.908607493384351130e+02 5.822324697051854958e-01 1.125213033623789771e+00 5.144409817646149463e+00 -1.990884981503435736e-01 -5.401893257442513807e-02 1.910517754576078309e+00 -2.923258995361675261e+01 4.776157582033546589e+01 1.542402945009002657e+01 7.805956106219002777e+01 -3.049363812097695359e+01 1.810726315524480157e+00 2.519663150695294895e+00 4.751940298933665474e+01 -2.735740259683856834e+01 1.094666660708498718e+01 2.402487490397620107e+01 2.065699852256273061e+02
6.294542963410326535e-05 -4.135791073403908740e+03 -4.820637770809878264e-02 1.194723685152683512e-01 -5.927091566799660427e-01 1.778061582725917447e+02 6.003989645346023973e-01 1.103395218876296990e+00 5.143952663453534413e+00 -2.062775637894933567e-01 -5.303627612545258607e-02 1.717593170461319430e+00 -2.958074403845179745e+01 4.807657063428061406e+01 1.542536497211333213e+01 8.185943233842651523e+01 -2.987193603949947374e+01 1.854385295529059619e+00 3.904315412977865662e+00 5.245793134787102474e+01 -2.647458782268699906e+01 1.054264852483177606e+01 2.555735121905988905e+01 2.000910008420437975e+02
2.099317348746774269e-05 -4.136889144245800708e+03 -6.150954813520360942e-02 1.339306128315021216e-01 -5.777013817887439728e-01 1.779953665610450457e+02 5.773423691807978431e-01 1.125689683742526315e+00 5.144832860109993966e+00 -1.983544620996227081e-01 -4.890093111794202585e-02 1.735341587553110632e+00 -2.994698312511528115e+01 5.046582802939858681e+01 1.591426084703151389e+01 8.228453512227007138e+01 -2.898397677368436121e+01 2.958480866573243162e+00 4.139527532099340768e+00 4.826066642228266090e+01 -2.736057721680791133e+01 1.048873788775539495e+01 2.423480650794962443e+01 1.943813420075568672e+02
1.520091564914843737e-05 -4.137211985892537996e+03 -4.908550003362999181e-02 9.820310501542067749e-02 -5.818562993372533576e-01 1.775616151324209113e+02 6.330228574598948388e-01 1.087081928879002346e+00 5.150075746035458479e+00 -2.051093648211035347e-01 -5.336301417043864959e-02 1.499127385788393330e+00 -3.164422803537786422e+01 4.789062257747301032e+01 1.652341613924190966e+01 7.994775148481537030e+01 -3.040732698770307252e+01 2.523289496916492070e+00 2.997360287045780503e+00 5.362276595750348207e+01 -3.006233593457386633e+01 8.854479921081459537e+00 2.401634870066948935e+01 1.960939808516961591e+02
2.236534322183731405e-05 -4.136825828975502191e+03 -4.084175845657107840e-02 1.017722712134081220e-01 -5.731434276235001235e-01 1.712521944088844350e+02 6.218077957914893705e-01 1.096194169009121033e+00 5.152209533503878447e+00 -2.065419518079760763e-01 -5.525871424008022004e-02 1.515968659086868398e+00 -2.970237111607326597e+01 4.906861119265071380e+01 1.592101160646941516e+01 7.861284505015808577e+01 -2.925611427581756629e+01 2.070488920812740830e+00 2.733672687736610207e+00 5.304959620743021276e+01 -2.773349501538186246e+01 9.549435420157292853e+00 2.273415492994157461e+01 2.041314946531442729e+02
2.271152572933904336e-05 -4.136810469021640529e+03 -7.143558110483494428e-02 1.451389697548460533e-01 -5.820301244052439316e-01 1.859176145622711545e+02 5.605544936520443500e-01 1.159273669042506505e+00 5.149031093427678840e+00 -2.003294359926721668e-01 -4.384981678785848658e-02 1.895326097051228453e+00 -3.175385656497709874e+01 4.431129331976235619e+01 1.620759511169222833e+01 8.005907913941312870e+01 -2.967732119948988156e+01 2.876833288034785774e+00 3.674211995303822142e+00 4.976529731050904815e+01 -2.901635363318465011e+01 9.928767679362348275e+00 2.318037145053575188e+01 2.056009556138527330e+02
1.657005909767080026e-05 -4.137125744160673094e+03 -5.666219712660937324e-02 1.082799627848759216e-01 -5.675428231836243675e-01 2.003488184948930098e+02 6.003586323418383941e-01 1.113918798918109854e+00 5.145221101934430941e+00 -1.954652705907826693e-01 -4.767380398787324225e-02 1.919045183758936179e+00 -3.014412800610088539e+01 4.660858697240178117e+01 1.617727400697532758e+01 8.427794457668069583e+01 -2.816668208978876464e+01 2.378164923142134235e+00 3.485201050406283585e+00 5.282179363472228317e+01 -2.737565719377323603e+01 1.111698010543749149e+01 2.355078223690221151e+01 1.984661501054542043e+02
