weight logl shared_params-g1 shared_params-g2 shared_params-theta_int shared_params-vcirc shared_params-cosi shared_params-r_hl_disk shared_params-flux shared_params-dx_disk shared_params-dy_disk shared_params-vscale Hb_params-v_0 Hb_params-I01_spec1 Hb_params-I01_spec2 Hb_params-I01_spec3 O3a_params-v_0 O3a_params-I01_spec1 O3a_params-I01_spec2 O3a_params-I01_spec3 O3b_params-v_0 O3b_params-I01_spec1 O3b_params-I01_spec2 O3b_params-I01_spec3
8.512745299057365407e-05 -4.137851532928773850e+03 -4.533526448222348348e-02 8.759858803374118152e-02 -5.723567247610046316e-01 1.985641000793520163e+02 6.598391063353088448e-01 1.060933285789155800e+00 5.145504173060272635e+00 -2.132411472632709248e-01 -5.206378995969607182e-02 1.669918741669588869e+00 -3.067300578346382167e+01 4.922740979902173564e+01 1.571762348319694169e+01 8.117962533386346990e+01 -3.123457711546578253e+01 2.027715538755470170e+00 3.065048943097337109e+00 5.465534591184783864e+01 -2.920490490598260180e+01 8.723879562226199980e+00 2.398134831490384045e+01 2.054627730229233862e+02
3.742669431356373887e-05 -4.138673298307643563e+03 -6.033981958827006054e-02 1.418708758599191710e-01 -5.676571093937283763e-01 1.841428399043475679e+02 5.633024494492131495e-01 1.133009268077614706e+00 5.143201422049568095e+00 -1.942243206222964425e-01 -5.654286943443320723e-02 1.851378710254481863e+00 -2.826581451788095478e+01 4.483535283007034167e+01 1.603171652581780648e+01 7.950554874849346731e+01 -3.081988668674293308e+01 2.567624446632610358e+00 3.080060541267193308e+00 5.097154975390161269e+01 -2.882346022235233818e+01 9.869090069647089791e+00 2.603509300587592179e+01 2.091657642817320664e+02
7.511981276921833920e-05 -4.137976598166689655e+03 -5.333261383518314580e-02 1.207636589946176342e-01 -5.710618636158018013e-01 1.960638046133863668e+02 6.040263308435073197e-01 1.121281717671397615e+00 5.147609528008919355e+00 -1.945484559641266209e-01 -5.229524242893290875e-02 1.899137268191309014e+00 -2.894325237604616063e+01 4.549929939529351230e+01 1.519521197422801784e+01 8.285076463450869255e+01 -3.139218022297612265e+01 2.248700904308953419e+00 3.237703759023657923e+00 4.924551155548706305e+01 -2.823955768442095859e+01 8.697716071210837896e+00 2.330679203468999461e+01 1.992406292130286545e+02
1.482496980418983754e-05 -4.139599369601099170e+03 -6.968849526401463268e-02 1.484175986283008675e-01 -5.612135471787746965e-01 1.563968916612141129e+02 5.624146234606842709e-01 1.154646039146074221e+00 5.153490905443016246e+00 -2.020452407336039702e-01 -4.551165318849736963e-02 1.514236158316614844e+00 -2.818956219955663300e+01 4.759033349925234546e+01 1.557510353904445566e+01 7.806259816557037823e+01 -3.012383931699264394e+01 2.253593600327619129e+00 3.910719446931110177e+00 5.463152102423784839e+01 -2.770390448495481905e+01 9.638923541904876657e+00 2.525283569107672577e+01 1.982168207000402163e+02
1.877393645365116667e-05 -4.139363212960060991e+03 -9.051451990795764124e-02 1.367763045220422857e-01 -5.464930216069840974e-01 1.667108697456935431e+02 5.607073167032894379e-01 1.148649312191209360e+00 5.149994086190194942e+00 -1.949776833065421933e-01 -4.203285736452189170e-02 1.708171420177790667e+00 -3.016129165344520402e+01 4.654103454616698343e+01 1.605493710555083808e+01 7.710927113805254862e+01 -2.695627963122569781e+01 2.553862446656451901e+00 4.431517631349524144e+00 5.146985239475121432e+01 -2.792829459681780691e+01 9.400636172469889473e+00 2.537920305183516234e+01 1.963689514350905938e+02
1.485411195974510151e-05 -4.139597405782598798e+03 -5.291091994711046020e-02 1.006122612956384665e-01 -5.781821847171166873e-01 1.798591482465094771e+02 6.395778401088527687e-01 1.079401895269703759e+00 5.150628242003090662e+00 -2.121271024145683359e-01 -5.439847247181583967e-02 1.577556953440266474e+00 -2.938308570274830345e+01 4.896400088799557437e+01 1.489005358879103014e+01 8.419587936923956306e+01 -2.875233974746254262e+01 2.047948876722438527e+00 3.310177821287618727e+00 5.137191043053013573e+01 -2.891914071575092748e+01 1.023894647933665247e+01 2.335371528158869481e+01 2.066770901286499793e+02
1.295037472421342682e-04 -4.137431972692210365e+03 -7.377353298685443428e-02 1.457593027830137722e-01 -5.636917858425340988e-01 1.954980006286961611e+02 5.658231852811206331e-01 1.131891475287430282e+00 5.150797776855543297e+00 -2.098080922694496309e-01 -5.258197067212555531e-02 2.047714645039572456e+00 -3.149923983526230131e+01 4.620416987438468936e+01 1.697051313403374806e+01 8.004073735992112404e+01 -3.046881537767072246e+01 2.383473255072932062e+00 3.754654583321470618e+00 5.122636273311720601e+01 -2.777614705345337143e+01 9.977342730383863767e+00 2.285612108116841057e+01 1.973410047019922331e+02
1.673296067262484285e-05 -4.139478302041942698e+03 -5.662680556237693896e-02 1.350353571012412324e-01 -5.896992558524138950e-01 1.797511038239912580e+02 5.908873212362361071e-01 1.112407768420608845e+00 5.151322454756967595e+00 -2.088112242278170605e-01 -4.276568419540138777e-02 1.839289114409015102e+00 -2.916231225748146016e+01 4.722719770361616298e+01 1.607118993345113722e+01 8.124682733430610426e+01 -2.615407360068454068e+01 1.987338162505181138e+00 4.150860713698523163e+00 5.137214185006499889e+01 -2.752437504520895573e+01 9.730857847218832291e+00 2.442282836928444567e+01 1.995857525764463958e+02
4.348497581819709242e-05 -4.138523267014217708e+03 -6.933080595787173561e-02 1.373570977635017731e-01 -5.936261817765733362e-01 1.667598995589803508e+02 5.718362077293022150e-01 1.129278446332023123e+00 5.142374849256063030e+00 -1.914523702554544737e-01 -4.410340728389749998e-02 1.617693752229009352e+00 -2.997983927796289549e+01 4.554675719785861077e+01 1.633989642255695429e+01 7.929360313516642123e+01 -3.219100855598270527e+01 2.196724803543714799e+00 4.057615887887444650e+00 5.303274125579027043e+01 -2.812018755407902404e+01 1.009523030718817438e+01 2.600427321260501046e+01 2.002164948076718929e+02
2.207692513332149890e-05 -4.139201149557718963e+03 -6.077485625333216290e-02 1.079924686253459776e-01 -5.493359056706434984e-01 1.570349227015295526e+02 6.115810324966369782e-01 1.115678483321577819e+00 5.152097755880321373e+00 -2.011795576808186325e-01 -6.080009791494678240e-02 1.400741380474470166e+00 -2.971277678670537625e+01 4.537779589325163698e+01 1.614213037693790298e+01 8.163190123283814614e+01 -2.842526519964536647e+01 1.802262226273221302e+00 3.859854129153350577e+00 4.912340250999213964e+01 -2.885285956677941499e+01 9.289766373342889239e+00 2.438033361652458453e+01 2.020507630322125863e+02
1.085141339848575358e-04 -4.137608802077525979e+03 -6.865865342152886741e-02 1.433871426691652740e-01 -5.845180551117672429e-01 2.024535763891117313e+02 5.605853034502059629e-01 1.129935639937049707e+00 5.142980844262850404e+00 -1.954202373960391981e-01 -5.567672123901634684e-02 2.098573579860887772e+00 -2.921149463889128128e+01 4.427143137603728462e+01 1.538509558386646958e+01 8.377316253851385852e+01 -2.817136073141622887e+01 2.269951303736417181e+00 3.136978428182723988e+00 5.014463635396626273e+01 -2.836110833841752310e+01 1.014692469184586088e+01 2.365157352506919253e+01 2.014507720546989731e+02
1.352314167638163356e-04 -4.137388695000036023e+03 -8.560466486218346049e-02 1.497302452871616951e-01 -5.664036353421790793e-01 1.680038445015651973e+02 5.478043986393194009e-01 1.168022160935973108e+00 5.148443733068319261e+00 -1.995323448429409119e-01 -4.875213466179317834e-02 1.687374448827205331e+00 -2.898510393837679544e+01 4.875149218644247640e+01 1.601214017262741862e+01 7.990459498165914454e+01 -3.139655087764356267e+01 2.389634582998678702e+00 1.881629630471559622e+00 5.296149537162042975e+01 -2.941151713335955264e+01 1.048452438535130149e+01 2.351238619871942603e+01 2.055987450542060628e+02
7.288887908677434645e-05 -4.138006746432036380e+03 -7.165932355770865403e-02 1.250280336199184050e-01 -5.578261837851696825e-01 1.977318890017288311e+02 5.741176187055956337e-01 1.128774344129611418e+00 5.145573950689107612e+00 -1.953471852760613192e-01 -5.170549095001497619e-02 1.986843495023943085e+00 -2.849813164732708515e+01 4.819511723338143838e+01 1.689875606347179726e+01 7.953701681672109203e+01 -3.018328690598011121e+01 2.095185502790086751e+00 3.416846269312268092e+00 5.386909020556007732e+01 -2.719370292099043240e+01 1.062290420659450874e+01 2.564667198618342070e+01 1.926593183769786890e+02
4.241252993787324665e-05 -4.138548238673180094e+03 -4.733502258453171907e-02 9.680455117544647936e-02 -5.694743191659479287e-01 1.836941104136287208e+02 6.366695866476390631e-01 1.072123556314231285e+00 5.148942225420313434e+00 -1.963899923439453854e-01 -5.686877622868324877e-02 1.615214675873328787e+00 -2.967037551282280106e+01 4.829314757346215004e+01 1.546076856623979090e+01 7.905201417232787264e+01 -3.017036005632567708e+01 2.549532655379938006e+00 4.792721394088039766e+00 5.049099691571967696e+01 -2.764649522512067392e+01 9.337403794485442887e+00 2.222245541477319009e+01 1.939482529476132981e+02
2.282869425618148357e-05 -4.139167664244468142e+03 -7.909428860872129430e-02 1.488535524981542124e-01 -5.753429595577213007e-01 1.611430594913410346e+02 5.599923719595497618e-01 1.143413704155480382e+00 5.151078314882459708e+00 -2.094803268928342455e-01 -4.536016658965591475e-02 1.520132955924877960e+00 -3.094457114460604430e+01 4.808737765838566247e+01 1.665197562053133495e+01 8.016095266947620246e+01 -3.390334646641815652e+01 2.312999079173483352e+00 2.949151836887042855e+00 5.268414613684146985e+01 -2.931340465207202328e+01 1.055991538945511010e+01 2.619147990436221463e+01 2.061436020984350819e+02
3.300976820090237399e-05 -4.138798878985410738e+03 -7.171500405079699048e-02 1.174055560361968731e-01 -5.539718865069782616e-01 1.917059932825966939e+02 5.908345058682619166e-01 1.122893837183121413e+00 5.148252923215597576e+00 -1.898782078654006611e-01 -5.792158243258427319e-02 1.867703091344041333e+00 -2.899299696442415097e+01 5.134790581604276127e+01 1.626083223562402225e+01 7.969589410221256287e+01 -3.255356290693489996e+01 2.450466275119245196e+00 2.857728036463669241e+00 5.387823795562640328e+01 -2.944310338727186149e+01 1.003120887900577074e+01 2.328631413301118869e+01 1.995382768356871566e+02
1.835294609713712945e-05 -4.139385892397297539e+03 -6.395711665961086034e-02 1.323199127925429319e-01 -5.808010534592624730e-01 1.888041130791121986e+02 5.844881475378510549e-01 1.139489031862731094e+00 5.154102322921404244e+00 -2.028428841895713042e-01 -4.592388413129966374e-02 1.785774192833238017e+00 -2.999161358035610192e+01 4.785595700417955101e+01 1.536272926261672467e+01 7.859922523408479833e+01 -3.048047047185823999e+01 2.848248451641444134e+00 3.813005314403206114e+00 5.167641074313866767e+01 -2.893973764286255346e+01 8.177635763294333060e+00 2.276485954978668502e+01 1.956896504728084096e+02
2.663954251742484423e-05 -4.139013285836408613e+03 -7.275455423915551390e-02 1.253309177241503647e-01 -5.430530683763188371e-01 1.815161812997091602e+02 5.889531867262607356e-01 1.137391648415849499e+00 5.151386147171615804e+00 -1.981414403830208393e-01 -5.075558315880934757e-02 1.749353924123538295e+00 -3.126984601775552619e+01 4.560875646473638767e+01 1.505456260547644121e+01 7.949698027719342974e+01 -2.983626076702836372e+01 2.438223432239539079e+00 2.985688159344079828e+00 4.880156208158281572e+01 -2.872975430050229306e+01 1.044065214284506382e+01 2.635700035567234423e+01 2.079607557650313652e+02
2.757629189324684897e-05 -4.138978726094958802e+03 -5.758641200379184533e-02 1.183642602880862482e-01 -5.784468177273249800e-01 1.776713664487954816e+02 5.947441503888405423e-01 1.121956667109202499e+00 5.144914784961301280e+00 -1.987059749425781341e-01 -4.635331711297330237e-02 1.734973114258146154e+00 -2.803880218122236556e+01 4.536871707682399801e+01 1.674739424866511683e+01 7.784974960610813355e+01 -2.885133539153650872e+01 2.608383988371487661e+00 2.689344738971533033e+00 5.213073060769502121e+01 -2.716038777871162324e+01 9.472667058023409581e+00 2.514882381097038788e+01 2.059073194758109935e+02
3.667343085674624911e-05 -4.138693629971142400e+03 -4.518309307833277833e-02 9.592509028433041096e-02 -5.801234061877003079e-01 2.063103460350687044e+02 6.293828736227632392e-01 1.091572326067043797e+00 5.151837290034859684e+00 -1.896138038897094980e-01 -5.195162313966639189e-02 1.855666201619436739e+00 -2.885367357954166323e+01 4.815199606668551979e+01 1.630272056195114416e+01 8.520701039843847013e+01 -3.298416622763494388e+01 2.361167903463523565e+00 2.500183654057241966e+00 4.722656869046670636e+01 -2.848365223153209058e+01 9.721608817416459658e+00 2.352544003350076451e+01 2.038221922586389496e+02
1.690057228146456809e-05 -4.139468335024999760e+03 -5.831774825069881152e-02 9.396006608570964258e-02 -5.516602530633210044e-01 1.696089309291745622e+02 6.338088401756596379e-01 1.082631957421687163e+00 5.146147521838569716e+00 -2.136954460454827398e-01 -5.356596860392626169e-02 1.524052986744202975e+00 -2.937676966234542419e+01 4.678817546560021157e+01 1.612280244453656763e+01 8.201992639037680988e+01 -2.733590695400022241e+01 2.113469949076351995e+00 3.829404638015287965e+00 5.118852891055603038e+01 -2.841235243121823828e+01 1.069800949644506005e+01 2.394484185265399745e+01 2.058190439128109119e+02
7.222802289168353063e-05 -4.138015854409874009e+03 -5.806784519901425634e-02 1.332523197210596366e-01 -5.969240711946923739e-01 1.938321740449970889e+02 5.757630937297903984e-01 1.139833408485794397e+00 5.154557431820814273e+00 -2.022787272796175984e-01 -4.452961707000113734e-02 1.938363006223813967e+00 -2.978318542375515676e+01 4.782969554959259995e+01 1.614998123361599625e+01 8.248475953322464704e+01 -2.853247734942337388e+01 2.257064607026570968e+00 4.906447605940056356e+00 4.849267598875728424e+01 -2.690465243318982402e+01 9.903156837107740529e+00 2.565695174744442397e+01 1.919742330627951503e+02
1.760176131447035807e-05 -4.139427683537441226e+03 -3.452679211306317053e-02 6.021570213919971715e-02 -5.785964423548386470e-01 1.678379961179574309e+02 6.871604623867665351e-01 1.048567431228676572e+00 5.150165036756234826e+00 -2.052925189570360409e-01 -5.416364256776340369e-02 1.223263736422403936e+00 -2.910041590660918587e+01 4.662642279282258784e+01 1.616217376655881921e+01 7.939695013975401139e+01 -3.163261742043192726e+01 2.525319364188538529e+00 3.205503203992265959e+00 5.235488143662037430e+01 -2.930713841703251887e+01 8.647023926976027397e+00 2.474278234671722743e+01 2.070987627991025590e+02
2.140169045531967553e-05 -4.139232212597016769e+03 -7.438314756438632602e-02 1.460785256474587956e-01 -5.730430342239114516e-01 1.855222230491014841e+02 5.518833089702741557e-01 1.153593182469738521e+00 5.146956724746432954e+00 -1.980860612064958559e-01 -4.360964050083548926e-02 1.994374094269193876e+00 -2.986474774447560776e+01 4.712396700215182221e+01 1.587629362002118683e+01 8.257919551314407158e+01 -2.425737788521198013e+01 2.800098790215255207e+00 3.192489980258006455e+00 4.940037509438399610e+01 -2.567451160427566492e+01 1.055280361096111363e+01 2.358955674152984727e+01 2.066901221539991695e+02
1.878999015009222298e-05 -4.139362358219948874e+03 -7.544454451725562949e-02 1.430660669807752028e-01 -5.712098720048097711e-01 1.772478323146061427e+02 5.619909884129880018e-01 1.151769449544941537e+00 5.151302981892193600e+00 -2.014535878368008959e-01 -4.588213772832006043e-02 1.779266778537841542e+00 -3.003587604924325660e+01 4.806012388531588897e+01 1.631449307391474690e+01 8.736321060135954042e+01 -3.203246270824806174e+01 2.739220826962762700e+00 2.725732384511458939e+00 5.223444918192543440e+01 -2.862680424571388471e+01 9.430378184511756245e+00 2.502238050546146297e+01 2.125740816707694023e+02
3.123023249756795919e-04 -4.136551710800215915e+03 -6.658178745794245124e-02 1.469620913851006072e-01 -5.996303670447096223e-01 2.009258293831711342e+02 5.499079427155519895e-01 1.164090350146069541e+00 5.151661110860431769e+00 -1.965951690856433398e-01 -4.098820946053649550e-02 2.133932926516063588e+00 -3.062197461499386009e+01 4.670025330236049399e+01 1.643151850886281906e+01 7.873259569341750819e+01 -3.092856855240938785e+01 2.449544153698468563e+00 2.862866535427333048e+00 5.146667885341771154e+01 -2.632534869324697979e+01 1.152000247977513681e+01 2.416573705666436211e+01 2.044092230083853678e+02
1.105943913107526458e-04 -4.137589813132837662e+03 -6.633680516522182102e-02 1.344264777197655969e-01 -5.650504636889239762e-01 1.825400118325281369e+02 5.777757318859441105e-01 1.130441713414379823e+00 5.146624766940588458e+00 -1.960821114713175994e-01 -5.149333832166358427e-02 1.819966168790202232e+00 -2.953277830717607344e+01 4.788565410335721140e+01 1.498149967123685400e+01 8.319371756289584141e+01 -3.100868070547565480e+01 1.940311693081953059e+00 3.988432519059559311e+00 4.841727034948617359e+01 -2.823784081289184655e+01 1.066484556461677613e+01 2.668154475666750614e+01 2.104536411852163553e+02
1.411584827581317991e-05 -4.139648384351792629e+03 -8.931887788311240750e-02 1.286771161040820288e-01 -5.377524812413181365e-01 1.601183547830025020e+02 5.700925732316950434e-01 1.126796950876926218e+00 5.146856654591436708e+00 -2.096777906102107458e-01 -5.300562446137835337e-02 1.567329279995086422e+00 -3.071231354072580189e+01 4.765920580045690258e+01 1.598668034639505464e+01 7.971848189543618446e+01 -2.748555600593689974e+01 1.730613508029610337e+00 4.190785729216828237e+00 5.092666023735547753e+01 -2.801166970256824129e+01 8.859362556734584615e+00 2.479301744014461661e+01 2.012313760959438866e+02
2.202835303129166929e-05 -4.139203352111412642e+03 -4.939413821628109436e-02 8.531909205424131892e-02 -5.872925303988694168e-01 1.865893201877013041e+02 6.416854492917646313e-01 1.072994229625759743e+00 5.154450667240338291e+00 -2.031740502255714453e-01 -4.848544352384065448e-02 1.638039562060163323e+00 -3.055026196477305689e+01 4.891998107944183971e+01 1.599906048349941656e+01 8.021306582423015641e+01 -2.804243817755980217e+01 1.700771384023136434e+00 3.678220204431204010e+00 5.166684489803496660e+01 -2.823849312716342297e+01 1.032297396047010452e+01 2.524963774558253249e+01 1.992106324510832849e+02
1.422925504744198471e-05 -4.139640382449279969e+03 -6.913676274152209811e-02 1.328390849321658684e-01 -5.904662573895844702e-01 1.802048114800065264e+02 5.726566564998081255e-01 1.131200165283787085e+00 5.146999627368293417e+00 -2.045843716535911128e-01 -4.407559767845015131e-02 1.853803719040554521e+00 -2.947348151436546004e+01 4.349830099561702212e+01 1.541235983313093882e+01 7.551914975399520813e+01 -2.825690239312214658e+01 2.830205684663633647e+00 3.548581652357496452e+00 5.203471758180400286e+01 -2.703194584431435032e+01 1.051827125481330505e+01 2.406618899194567973e+01 2.088042378993095838e+02
1.699895639499453718e-05 -4.139462530555521880e+03 -8.632717253050933848e-02 1.440143564447632640e-01 -5.641316736310768576e-01 1.773122085100581558e+02 5.531218254972434245e-01 1.150308732577439708e+00 5.146686284728625438e+00 -2.002914825581219027e-01 -4.873726896210950343e-02 1.807773189892011967e+00 -3.175037245787180495e+01 5.088381939335295812e+01 1.557458754368323817e+01 7.541502190236238334e+01 -2.757019698354974935e+01 2.444275638393889061e+00 2.507651512590580722e+00 5.262557988580051926e+01 -2.860896513598274282e+01 9.661881985456588495e+00 2.451965415921397806e+01 1.988574988144237068e+02
1.876936042662675233e-05 -4.139363456733380190e+03 -8.727959408678463704e-02 1.488872266426944646e-01 -5.425097956548188272e-01 1.858037078110448306e+02 5.449639763717246677e-01 1.153583106545030823e+00 5.152048700548102822e+00 -1.998118553074708093e-01 -4.650264813071425252e-02 1.902498101078860193e+00 -3.087626634622571942e+01 4.555673006186544427e+01 1.552180975105665794e+01 8.052518324962387908e+01 -2.781565064516735220e+01 2.213316352978944579e+00 3.184013144446273813e+00 4.947988623299881539e+01 -2.808896987358707520e+01 1.033579125791217379e+01 2.409786293025595327e+01 2.028077025339725026e+02
3.460091189555320298e-05 -4.138751802472084819e+03 -2.092558989364146083e-02 5.072309390807727691e-02 -5.768512761589796867e-01 1.912744890320821867e+02 7.103647305913516341e-01 1.031954388622550400e+00 5.154151780792842530e+00 -2.062872643375985859e-01 -5.888245799102032052e-02 1.408517746609163179e+00 -2.922817033810045473e+01 4.547267219937067750e+01 1.555045263658205812e+01 7.763955910981611908e+01 -3.217941247661221382e+01 2.219634474296072746e+00 4.047476862337306969e+00 4.985578468838125588e+01 -2.814294032015749281e+01 9.140921297581483529e+00 2.400443429757137537e+01 1.965085196647896737e+02
7.723098216610639708e-05 -4.137948881809246814e+03 -8.140115741920743442e-02 1.240806490672880791e-01 -5.429432191886229830e-01 1.970905176729469304e+02 5.736708562840214798e-01 1.128298921322077986e+00 5.146337505840563153e+00 -1.980703797659197907e-01 -5.211781398766857087e-02 2.023965788214935113e+00 -2.957147951856907753e+01 4.765870394792281672e+01 1.427494367632242600e+01 8.222234052818589589e+01 -3.003735088117073815e+01 2.447066458409086209e+00 4.285811851720500165e+00 5.186082281913995473e+01 -2.940470376783000006e+01 9.849480672868061504e+00 2.327615019656059658e+01 1.972013219461026381e+02
1.774071879963506755e-05 -4.139419820014521974e+03 -5.830993791950099536e-02 1.144010360875628296e-01 -5.726695935027805717e-01 1.867637127595162099e+02 5.984626169549790431e-01 1.086257253615418916e+00 5.141499343835651992e+00 -2.073426659678896389e-01 -5.658204276331080251e-02 1.829944767806592765e+00 -2.967517361440869195e+01 4.809357377224976204e+01 1.613438749209772283e+01 7.720317546187904156e+01 -2.861384381771310359e+01 2.543475117595339619e+00 3.812835696068606062e+00 5.365438173797154775e+01 -2.606997555645031639e+01 8.599171029961659940e+00 2.555039112625712150e+01 1.993916648458506984e+02
1.544189033528275707e-05 -4.139558598541019819e+03 -5.406510291040390881e-02 1.219999575449986773e-01 -5.917767390278285689e-01 1.599125844406317754e+02 5.960031605663509424e-01 1.124810855662465636e+00 5.150698810171466135e+00 -2.008589250122501113e-01 -4.518919391408049435e-02 1.432564273608422534e+00 -3.050590942690709539e+01 4.825870407090226877e+01 1.558021306673918005e+01 7.637604196517322919e+01 -2.988385588927459935e+01 1.967722240921898624e+00 3.215964580561614383e+00 5.182932737421219827e+01 -2.628669350505248303e+01 1.026397455098704370e+01 2.520863537266038179e+01 2.029093918032044428e+02
2.790804908894688760e-05 -4.138966767364132465e+03 -6.443621944558397541e-02 1.212615069370605869e-01 -5.546528027426327334e-01 1.712816515383191813e+02 5.884238896612118408e-01 1.115889057461409983e+00 5.142514687335950185e+00 -1.932326529201482401e-01 -5.590671281852888086e-02 1.648962281878603386e+00 -3.021901295645233176e+01 4.755792106909639472e+01 1.594786043564333511e+01 8.265763977368845872e+01 -3.127505991502565053e+01 2.365740219762102470e+00 2.188526030707738101e+00 4.875220157973770085e+01 -2.751297978731506078e+01 1.024508867689510794e+01 2.309401185652138011e+01 2.079482003043408156e+02
2.312593790905344453e-05 -4.139154727668358646e+03 -6.381276276163799777e-02 1.112719975270654305e-01 -5.553970999787187779e-01 1.682097315699012370e+02 6.189297465494564277e-01 1.097597870939453601e+00 5.149207376142572734e+00 -2.067077981273386378e-01 -5.386911149757578343e-02 1.426212060094376621e+00 -3.066522032459616298e+01 4.391607793383012392e+01 1.678515998979046486e+01 8.173726347387544422e+01 -2.943028545494402692e+01 2.518383148675140681e+00 3.610845829575159982e+00 5.119702292465755278e+01 -2.952213201578794610e+01 9.629912739479440376e+00 2.431896125647159579e+01 2.010130978821163978e+02
3.188997526412328361e-05 -4.138833390803804832e+03 -6.836751254031163405e-02 1.135926603168433691e-01 -5.520712481865057697e-01 1.827115709002314929e+02 5.984015684113146438e-01 1.107460859041251799e+00 5.142520378111701262e+00 -2.025519742054280314e-01 -6.048679292216996295e-02 1.713564805678531089e+00 -2.946260111760659584e+01 4.910671011766187632e+01 1.571978297334286623e+01 8.143593014960615051e+01 -2.882017913547701937e+01 3.067310479452745042e+00 4.549836333700429947e+00 5.244945558404945274e+01 -2.851300282282159060e+01 9.356688661426471043e+00 2.557356562264667588e+01 2.018778437211509242e+02
1.923883577065431123e-05 -4.139338751576638060e+03 -5.305586408722089142e-02 1.380367664898928537e-01 -5.956021612068029825e-01 1.898666196135753523e+02 5.918548051886699524e-01 1.121113792416561727e+00 5.147430621121433347e+00 -1.995507287145779074e-01 -5.572284873926913740e-02 1.888929007535238291e+00 -2.941060569138790015e+01 4.583091654724691466e+01 1.532662703316822750e+01 8.447064885700228842e+01 -2.960589975393813233e+01 2.185908270698755373e+00 2.938010388201517387e+00 5.201829572798067147e+01 -2.799076446222639447e+01 9.323433688684490406e+00 2.691421490866041566e+01 2.007531521379179935e+02
1.840077781908097400e-05 -4.139383289572666399e+03 -4.865639783409816954e-02 9.891821890476018564e-02 -5.829417530050409191e-01 1.586426693352965742e+02 6.313755137349011948e-01 1.085866323816959245e+00 5.153822327691852223e+00 -2.050601273524177426e-01 -4.808351134009480887e-02 1.363163806815791634e+00 -2.954196768602633938e+01 5.061904820132600946e+01 1.595558737250790671e+01 8.007062736006753312e+01 -3.011226429768345270e+01 2.308675414914862500e+00 3.682931113617282648e+00 4.991702535426856002e+01 -2.719921954930768493e+01 1.049102676421620473e+01 2.437168418199564712e+01 2.038926881996425777e+02
1.691048579179664713e-05 -4.139467748618588303e+03 -7.419395932645911351e-02 1.306487860307865290e-01 -5.475251707729298367e-01 1.795471897188374726e+02 5.745831435863305581e-01 1.120798728464374339e+00 5.138701671376716185e+00 -2.086948330167572863e-01 -4.806701297381010818e-02 1.748752154236118628e+00 -3.055412675077414519e+01 4.611661731304150891e+01 1.593283503510944854e+01 8.002874018387007027e+01 -3.149714899241311628e+01 2.657309925426676323e+00 2.319067661921248025e+00 4.984714753094387873e+01 -2.907600030973051730e+01 1.001529714189553033e+01 2.620095864591853640e+01 2.012606016493662082e+02
8.665700996717225007e-05 -4.137833724596480351e+03 -5.850096592499233472e-02 1.075333999307199473e-01 -5.787192376999432675e-01 1.770918763390740764e+02 6.134091518830881995e-01 1.093462818665167591e+00 5.145755056321453580e+00 -1.949982691557337056e-01 -5.609057616287715931e-02 1.698514034674758477e+00 -2.894808487165806810e+01 4.571794193537892426e+01 1.629708143669039799e+01 7.950325817770209369e+01 -2.764680512350153663e+01 2.700140564592556913e+00 2.875644414242151115e+00 5.247462768573085867e+01 -2.787946753861251636e+01 9.391466268969917763e+00 2.617103191780723037e+01 1.943029182304406675e+02
7.271536737670904822e-05 -4.138009129766264778e+03 -6.639396328431944327e-02 1.122165821414821962e-01 -5.649780096788310502e-01 1.843519903283961128e+02 5.968301007051894924e-01 1.106593407648338578e+00 5.149413606523133069e+00 -1.919964394371074246e-01 -5.323633318426779226e-02 1.670150727895354015e+00 -3.175734619546540216e+01 4.862752423603267005e+01 1.548086115409874708e+01 8.029884150305110779e+01 -2.941144461686261025e+01 2.478798236937196364e+00 3.551617347778313061e+00 4.835761611206868338e+01 -2.837555497407683447e+01 9.595306904808253989e+00 2.369821382561443457e+01 1.980479166041907320e+02
2.656462202217217491e-05 -4.139016102177776702e+03 -6.137198311250684213e-02 1.234635441570550440e-01 -5.843298173612021529e-01 1.624897168796736082e+02 5.958663873705345448e-01 1.111368494082670688e+00 5.148528107556659350e+00 -2.079547665762104813e-01 -4.308107808053529553e-02 1.485622273684741979e+00 -3.059816617974567521e+01 4.825543046148217741e+01 1.634767032449635593e+01 7.732100946145837383e+01 -3.021017665566134269e+01 2.170485811039735147e+00 2.485583924645706766e+00 5.196705053424300047e+01 -2.845180575059683292e+01 8.677410168176248106e+00 2.695252091793420846e+01 2.063551658558071438e+02
1.730017469482502944e-05 -4.139444965909744496e+03 -5.981265191490674205e-02 1.252623795455036493e-01 -5.647176968875000647e-01 1.769469165683326253e+02 5.922199757714848856e-01 1.122220390606607721e+00 5.148804405700491138e+00 -2.121395549764437671e-01 -5.605293868390415213e-02 1.684506482150095241e+00 -3.004765515508958629e+01 4.800204830289911229e+01 1.615627855898127407e+01 8.352892333461493024e+01 -3.150268530045167381e+01 3.104040893988191385e+00 4.358259462067248791e+00 5.042693008914267239e+01 -2.874408895628971550e+01 9.176619650149042684e+00 2.319699900352178901e+01 2.055583574649502054e+02
